101.513245	89.701035
101.93008	88.88041
101.35298	89.39474
101.615845	89.76963
101.64792	89.69774
101.94694	87.671585
100.96975	89.25257
101.14783	89.15673
101.897415	89.897446
101.47542	90.03559
100.98953	89.3624
100.19142	89.958534
101.91655	89.98394
100.562874	88.87474
100.27735	89.415054
100.84452	88.61266
100.791595	89.55182
101.42342	88.933334
99.520386	88.017784
100.95504	89.34409
101.93459	89.48414
100.25311	89.68681
100.62014	86.731285
101.29019	89.915955
99.99313	90.63979
101.151375	87.98776
102.108315	88.46184
100.835915	88.48118
99.28659	87.56521
102.01048	89.87713
100.983116	87.06749
99.33065	87.51267
100.34098	87.70807
100.66059	87.22459
101.64336	88.66632
100.41935	90.13209
100.99548	87.76173
102.400986	89.14986
103.175835	87.181526
102.44092	86.87443
101.21006	86.36081
100.10653	88.759476
100.15622	89.26877
99.90768	85.46727
99.520226	87.04156
99.056786	87.2992
98.895706	88.039185
100.87188	88.966515
100.983665	90.28124
100.643425	89.63217
101.39026	88.12856
100.62215	90.042694
100.70488	89.75016
100.97786	89.79087
100.81062	90.36444
100.192375	89.02019
101.117905	90.299644
100.97832	90.22307
100.45618	89.86825
100.860374	90.51311
99.947624	90.402985
100.45621	90.93908
100.44632	90.769875
101.205086	90.59371
100.32822	90.63871
96.91365	87.73181
96.47645	87.32163
96.440315	87.48254
102.631226	88.3606
102.93255	88.56948
102.362236	87.19619
101.99422	87.59003
102.9556	87.898
102.281784	87.46329
101.169266	86.79246
100.92235	88.20245
100.74159	85.01846
101.87185	87.05961
100.47237	87.01114
100.858536	85.14643
102.844574	87.058624
102.41135	86.65474
101.66207	87.05762
101.75797	86.657974
101.854355	85.9086
102.41218	87.179596
101.9199	87.96966
102.36925	89.02245
101.89344	87.778465
101.64235	90.450676
101.46747	87.234055
101.767876	88.57712
101.31708	88.70193
101.871826	89.45778
101.59738	89.181366
102.31017	88.53645
100.84489	87.15484
102.547935	85.60496
102.490616	86.78067
102.06916	87.44304
101.637665	88.04881
101.6059	85.89493
101.77893	89.5885
102.200516	86.540474
101.37397	87.6081
102.30313	88.14999
102.83656	88.007034
101.6177	87.51589
101.70567	87.58932
101.10588	83.69611
101.89176	85.546394
101.29809	84.12558
101.36558	83.209114
100.86226	85.53241
100.47487	85.97701
102.48171	85.6324
101.41911	83.94631
102.06262	85.03198
101.46528	84.8833
101.71418	84.34563
100.82567	84.99691
101.62917	87.4979
101.93609	86.282104
