UID	row_clusters-flat	HSCP-1:Cell52-G1	HSCP-1:Cell31-G7	HSCP-1:Cell4-H1	HSCP-1:Cell94-C11	HSCP-1:Cell75-E7	HSCP-1:Cell45-B12	HSCP-1:Cell35-E8	HSCP-1:Cell54-A2	HSCP-1:Cell96-A12	HSCP-1:Cell27-B7	HSCP-1:Cell19-E5	HSCP-2:Cell12-F3	HSCP-2:Cell33-B8	HSCP-2:Cell7-F2	HSCP-2:Cell40-G10	HSCP-2:Cell83-B9	HSCP-2:Cell18-A5	HSCP-2:Cell36-H8	HSCP-2:Cell1-A1	HSCP-2:Cell69-D5	IG2:Cell55-D2	IG2:Cell22-A6	IG2:Cell44-A12	IG2:Cell20-F5	IG2:Cell3-F1	IG2:Cell6-E2	IG2:Cell46-D12	IG2:Cell14-B4	IG2:Cell37-D9	IG2:Cell10-B3	IG2:Cell26-A7	IG2:Cell39-C10	IG2:Cell88-B10	DC:Cell74-D7	DC:Cell93-B11	DC:Cell47-F12	DC:Cell29-E7	DC:Cell56-E2	DC:Cell51-E1	DC:Cell61-H3	DC:Cell65-F4	DC:Cell25-E6	DC:Cell48-H12	DC:Cell66-A5	DC:Cell77-G7	DC:Cell91-E10	DC:Cell17-G4	DC:Cell60-G3	DC:Cell71-E6	DC:Cell59-E3	DC:Cell38-E9	DC:Cell28-D7	DC:Cell81-E8	DC:Cell68-C5	DC:Cell70-E5	DC:Cell8-G2	DC:Cell76-F7	DC:Cell42-F11	DC:Cell11-E3	DC:Cell62-A4	DC:Cell21-H5	DC:Cell80-C8	DC:Cell5-B2	DC:Cell43-G11	DC:Cell9-H2	DC:Cell57-H2	DC:Cell85-G9	Mono:Cell63-D4	Mono:Cell24-D6	Mono:Cell2-D1	Mono:Cell64-E4	Mono:Cell87-A10	Mono:Cell32-H7	Mono:Cell67-B5	Mono:Cell89-C10	Mono:Cell23-B6	Mono:Cell53-H1	Mono:Cell41-E11	Mono:Cell34-C8	Mono:Cell78-H7	Mono:Cell58-D3	Mono:Cell30-F7	Mono:Cell82-F8	Mono:Cell15-D4	Gran:Cell13-H3	Gran:Cell86-H9	Gran:Cell79-B8	Myelocyte:Cell92-A11	Myelocyte:Cell50-B1	Myelocyte:Cell72-G6	Myelocyte:Cell95-G11	Myelocyte:Cell49-A1	Myelocyte:Cell84-F9	Myelocyte:Cell90-D10	Myelocyte:Cell73-B7
Itga2b	7	0.0	7.955068644	0.0	0.0	0.0	0.0	3.826802684	0.0	0.0	7.856114234	0.0	0.310340121	0.275007047	0.0	2.244887059	0.23878686	0.0	3.896271849	6.477191599	0.0	0.0	0.0	0.0	5.63314055	0.0	0.0	0.650764559	0.516015147	0.22650853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.344828497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.286881148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2r	7	1.6959938129999999	3.552868871	7.956800118000001	7.714080629000001	9.273478591	5.003961966	6.0487593120000005	0.9471050509999999	6.187609409	4.457331625	7.932061171	4.910732662	6.0602203580000005	3.799087306	6.281549893	3.454175893	10.616872265	7.703377603000001	-0.04692104800000002	8.304365013	2.9030382699999997	0.07860983499999996	6.87194219	7.176402565	-0.12029423400000003	7.4112906480000005	6.6057313660000005	0.5964581389999999	8.557164984	8.092292020999999	8.178077197	8.812421211	-0.321928095	0.011495639000000002	-0.321928095	-0.09541956500000001	0.18396283499999994	-0.321928095	-0.321928095	-0.03504694700000005	0.13224779799999997	-0.321928095	-0.321928095	0.08949815099999997	-0.321928095	0.07860983499999996	-0.321928095	0.07860983499999996	-0.321928095	0.056583527999999994	-0.321928095	0.0	-0.321928095	0.7689253349999998	-0.321928095	-0.321928095	0.10030490599999997	-0.321928095	-0.011587974000000001	-0.011587974000000001	-0.321928095	-0.321928095	-0.321928095	-0.321928095	-0.023269779000000046	-0.321928095	0.045442971	-0.321928095	-0.321928095	-0.321928095	3.7476022299999996	0.022900401999999986	0.0	-0.13289427100000004	-0.321928095	-0.321928095	0.08949815099999997	-0.321928095	2.01720929	-0.321928095	-0.321928095	-0.15842936300000002	0.10030490599999997	-0.321928095	-0.321928095	-0.12029423400000003	-0.321928095	-0.12029423400000003	0.0	-0.321928095	-0.321928095	-0.321928095	0.08949815099999997	0.22404027399999998	-0.321928095
Treml1	7	0.0	0.0	0.0	0.0	0.0	0.0	4.703211467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2rl2	7	0.0	0.0	0.0	0.0	0.0	0.0	6.348374075	0.0	0.0	0.0	0.0	0.0	0.0	0.389566812	0.0	3.40599236	0.475084883	0.0	0.0	0.0	0.0	0.0	5.289834465	0.0	0.704871964	0.0	0.0	0.0	0.584962501	0.0	4.493134922	8.362206855	0.0	9.828834649	9.627807442	0.0	0.0	0.0	0.555816155	0.389566812	0.0	7.269313726	0.0	8.440121679	0.0	0.0	9.193205	0.0	0.0	0.495695163	0.731183242	6.833649128	0.0	0.0	7.224001674	8.806098458	0.0	0.0	8.652701592	1.739848103	8.504699834	8.616695863	9.553629294	10.23388327	6.869748051	9.230452819	0.475084883	0.0	6.077670274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.545968369	1.13093087	0.275007047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23878686	0.0	0.275007047	0.0	4.202417722	0.0
Sdpr	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pf4	7	6.728056551	6.789077127	0.0	0.0	1.782408565	0.0	14.64750621	0.0	0.0	3.160274831	2.516015147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97819563	0.0	0.0	0.0	0.0	0.0	7.227664073	0.0	0.0	0.0	0.0	1.843983844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.845991771	0.0	0.0	0.0	0.0	1.855989697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.217230716	5.759155834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rab27b	7	0.0	0.0	0.0	0.070389328	0.0	0.0	3.193771743	0.097610797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.576522138	4.521678952	0.0	1.584962501	0.0	0.0	1.207892852	0.0	0.275007047	0.0	0.0	0.0	0.0	0.124328135	0.0	0.0	0.0	0.0	0.0	0.111031312	0.0	0.0	0.310340121	0.0	0.0	0.0	0.0	0.201633861	2.232660757	0.0	0.0	0.0	0.0	0.321928095	0.0	0.0	0.176322773	0.0	0.0	0.0	0.201633861	0.22650853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.323370069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097610797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apbb1	7	9.742562075	0.0	0.887525271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.561020578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tinagl1	7	10.11362497	0.0	0.0	0.0	0.0	0.0	0.0	4.148934105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.411426246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.678071905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.626731151	0.0	4.670160514	5.823239844	2.655351829	7.028790136	0.0
Gimap6	7	9.624758908	3.023255352	10.0970445	9.354006892	9.946789334	10.38113193	2.533563348	9.092492887	8.560409266	0.0	8.811952619	11.07171709	9.350055177	9.840510442	2.414135533	9.089927107	7.167217409	10.22774829	8.714451602	6.656496371	6.616622355	5.544732656	9.219386361	8.853184776	8.06210012	0.0	0.5360529	9.402884157	4.251719093	0.0	6.868760834	7.898692073	7.330199833	0.0	0.0	0.0	0.555816155	0.0	0.0	0.0	0.86393845	0.0	0.584962501	0.0	0.0	0.773996325	0.0	1.275007047	0.0	0.0	0.0	0.0	0.773996325	2.572889668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485426827	0.0	0.0	0.0	0.0	0.0	0.0	2.9800253	0.0	0.0	0.0	0.0	6.826929766	0.704871964	3.938285792	0.799087306	0.0	0.0	1.918386234	0.0	5.04745114	6.861583232	2.039138394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctla2b	7	11.07085217	5.527007761	0.0	2.558267634	1.922197848	7.849936728	0.0	7.371036052	5.865423978	8.651195236	0.0	9.092836408	8.969069885	10.02988075	0.855989697	4.846493316	9.485527458	0.0	7.697593138	11.21037303	0.0	7.489125429	8.2136875	8.056746083	8.898117637	6.642990313	0.0	0.799087306	0.0	8.597642903	7.860962798	10.1413536	0.933572638	0.910732662	0.0	0.90303827	1.269033146	0.0	0.0	0.807354922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.344473459	0.0	10.52286592	0.0	0.0	8.717607885	0.0	1.09085343	0.0	0.0	1.15704371	8.779226884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.066035358	5.476705707	0.0	9.162567563	0.0	0.0	0.0	0.0	0.0	7.296916207	0.0	7.105175192	0.0	0.0	0.0	0.59454855	0.50589093	0.0	0.516015147	0.0	0.0	0.0	0.0
Gcnt2	7	6.220136447	0.0	0.0	4.925999419	3.676944359	7.697940583	0.0	4.991408467	5.927185358	0.0	0.0	0.0	6.628773595	4.106850796	1.918386234	0.0	0.298658316	0.0	5.975905274	7.564835417	2.495695163	0.0	0.0	0.0	4.030336078	0.0	0.0	2.811471031	2.776103988	0.0	5.792855352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.411426246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298658316	0.0	0.201633861	0.0	3.358958826	0.0	1.565597176	0.0	7.669026766	3.521050737	0.0	3.12763328	0.0	0.0	0.333423734	6.888499736	4.346956889	0.0	4.161887682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
