UID	row_clusters-flat	HSCP-1:Cell52-G1	HSCP-1:Cell31-G7	HSCP-1:Cell4-H1	HSCP-1:Cell94-C11	HSCP-1:Cell75-E7	HSCP-1:Cell45-B12	HSCP-1:Cell35-E8	HSCP-1:Cell54-A2	HSCP-1:Cell96-A12	HSCP-1:Cell27-B7	HSCP-1:Cell19-E5	HSCP-2:Cell12-F3	HSCP-2:Cell33-B8	HSCP-2:Cell7-F2	HSCP-2:Cell40-G10	HSCP-2:Cell83-B9	HSCP-2:Cell18-A5	HSCP-2:Cell36-H8	HSCP-2:Cell1-A1	HSCP-2:Cell69-D5	IG2:Cell55-D2	IG2:Cell22-A6	IG2:Cell44-A12	IG2:Cell20-F5	IG2:Cell3-F1	IG2:Cell6-E2	IG2:Cell46-D12	IG2:Cell14-B4	IG2:Cell37-D9	IG2:Cell10-B3	IG2:Cell26-A7	IG2:Cell39-C10	IG2:Cell88-B10	DC:Cell74-D7	DC:Cell93-B11	DC:Cell47-F12	DC:Cell29-E7	DC:Cell56-E2	DC:Cell51-E1	DC:Cell61-H3	DC:Cell65-F4	DC:Cell25-E6	DC:Cell48-H12	DC:Cell66-A5	DC:Cell77-G7	DC:Cell91-E10	DC:Cell17-G4	DC:Cell60-G3	DC:Cell71-E6	DC:Cell59-E3	DC:Cell38-E9	DC:Cell28-D7	DC:Cell81-E8	DC:Cell68-C5	DC:Cell70-E5	DC:Cell8-G2	DC:Cell76-F7	DC:Cell42-F11	DC:Cell11-E3	DC:Cell62-A4	DC:Cell21-H5	DC:Cell80-C8	DC:Cell5-B2	DC:Cell43-G11	DC:Cell9-H2	DC:Cell57-H2	DC:Cell85-G9	Mono:Cell63-D4	Mono:Cell24-D6	Mono:Cell2-D1	Mono:Cell64-E4	Mono:Cell87-A10	Mono:Cell32-H7	Mono:Cell67-B5	Mono:Cell89-C10	Mono:Cell23-B6	Mono:Cell53-H1	Mono:Cell41-E11	Mono:Cell34-C8	Mono:Cell78-H7	Mono:Cell58-D3	Mono:Cell30-F7	Mono:Cell82-F8	Mono:Cell15-D4	Gran:Cell13-H3	Gran:Cell86-H9	Gran:Cell79-B8	Myelocyte:Cell92-A11	Myelocyte:Cell50-B1	Myelocyte:Cell72-G6	Myelocyte:Cell95-G11	Myelocyte:Cell49-A1	Myelocyte:Cell84-F9	Myelocyte:Cell90-D10	Myelocyte:Cell73-B7
Clec1a	7	0.0	0.0	0.0	0.0	0.0	0.389566812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.454175893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333423734	8.378641668	1.250961574	0.0	0.0	0.422233001	0.925999419	0.0	0.0	0.298658316	0.0	0.0	0.0	1.526068812	0.0	1.550900665	0.378511623	4.010779839	0.0	0.0	0.0	0.0	0.0	0.0	0.250961574	5.586164246	5.736334277	0.0	0.0	0.0	3.817623258	0.0	0.0	5.675815931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176322773	0.0	0.0	0.0	0.0	0.0
Tmem140	7	0.0	0.0	0.0	0.0	0.0	0.0	5.86393845	4.286881148	0.0	2.153805336	0.0	0.0	0.0	0.0	0.0	0.0	2.531069493	4.721372659	0.0	0.0	0.0	0.275007047	0.0	0.0	6.795974694	0.0	0.0	1.541019153	0.0	0.310340121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.632813486	1.757023247	0.0	0.0	3.886550147	0.0	0.0	0.0	0.0	3.876762491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.436794812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.115615931	0.0	0.0	0.0	0.0	0.0	0.0
Ctnnal1	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glul	7	5.73714592	0.0	5.331991778	7.669310286	0.411426246	3.49441561	0.0	6.286696365	1.722466024	0.432959407	2.987320866	0.0	0.0	3.085764554	4.881664619	0.0	0.748461233	0.82374936	3.857980995	0.0	0.0	1.232660757	0.50589093	0.275007047	0.0	0.0	3.109360559	5.340562269	1.195347598	0.0	0.0	4.402585758	1.195347598	1.807354922	0.0	0.0	4.758089934	0.0	0.0	0.344828497	0.0	0.933572638	0.0	0.0	0.0	0.0	0.0	0.0	3.424922088	3.996388746	0.0	1.124328135	0.0	6.223036338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.561173365	0.0	0.0	1.495695163	3.257010618	0.0	0.0	1.580145484	0.0	1.604071324	2.548436625	0.0	4.882153917	2.648465443	1.618238656	7.358255587	0.0	2.718087584	2.375734539	0.201633861	1.89917563	7.178615059	0.0	0.0	0.0	0.0
Cdc42bpb	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124328135	0.0	0.0	4.173926932	0.0	0.0	7.474679392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.174326515	0.0	0.0	0.0	3.691534165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150559677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ttc23	7	0.0	0.0	0.0	0.0	0.321928095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201633861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.333960351	0.0	0.0	0.0	0.687060688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90303827	0.0	0.0	0.82374936	0.0	0.22650853	0.286881148	0.910732662	0.0	0.0	0.0	0.344828497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150559677	0.0	0.0	0.0	0.0	0.0	0.189033824	0.0	0.0	0.0	0.0	0.0	0.97819563	0.0	0.0	0.35614381	0.0	0.163498732	0.0	0.0	0.0	0.0	0.0
Slc16a9	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unc45b	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cish	7	-0.40053793	-0.40053793	8.237173739	3.375566058	0.125530882	4.216525414	-0.10187961400000001	6.508755156	6.277252171000001	-0.40053793	-0.40053793	9.89925392	-0.40053793	-0.40053793	3.302119613	-0.40053793	9.334459523	3.267354195	6.142957953000001	-0.40053793	-0.40053793	1.8010959309999999	6.614821365	2.358617904	-0.40053793	3.290996235	-0.40053793	2.051002903	7.572269584000001	6.694225962	0.0	5.057909697	7.140636143	-0.40053793	-0.40053793	-0.40053793	0.010888316000000009	0.0	-0.40053793	8.318542809	-0.40053793	7.730804609000001	-0.40053793	-0.40053793	-0.40053793	-0.40053793	0.268488836	3.9393120729999995	-0.40053793	-0.40053793	4.498637700000001	-0.40053793	3.204719333	-0.40053793	-0.40053793	10.27868704	0.21299372300000002	9.148341762	7.848101264000001	-0.40053793	7.896836931	9.120748419	-0.40053793	0.16505924600000005	-0.40053793	8.642024334	5.5659386820000005	-0.40053793	-0.03316686399999996	7.263660439000001	0.42321143	3.953491008	7.751341177	3.359683016	-0.40053793	-0.40053793	2.628031222	1.5025003399999999	-0.07860983499999996	7.951152230000001	8.04914724	-0.40053793	-0.40053793	-0.40053793	-0.40053793	-0.07860983499999996	-0.40053793	-0.40053793	-0.137503524	-0.40053793	-0.40053793	-0.40053793	0.21299372300000002	-0.40053793	1.467358534
Ptprf	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.031218731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.432959407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.650764559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cadps2	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdcp1	7	0.0	6.952915932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.709290636	0.0	0.0	0.0	0.0	0.0
Trim6	7	0.0	0.0	0.0	0.0	0.0	0.0	5.310703657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.246598103	0.0	0.0	0.286881148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rgs1	7	10.21735191	0.0	0.0	0.0	1.344828497	9.296296793	0.0	0.0	0.0	3.228049048	0.0	0.0	0.0	8.129540618	1.604071324	0.0	1.384049807	6.024364009	1.485426827	0.0	0.0	0.5360529	2.983677695	0.0	0.0	0.0	0.0	8.515147882	0.0	0.0	1.933572638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.189033824	0.0	0.0	0.0	0.0	0.0	3.173127433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23878686	0.0	0.0	0.0	0.0	9.355747508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.516015147	0.0	0.516015147	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Angpt1	7	7.630774502	7.585826688	6.524810382	4.980720937	6.821985577	9.038457741999999	8.34868899	2.418225777	7.122885245	7.433151493	7.422622991	-0.176322773	3.788075859	10.008602147	7.326310162	1.6269042630000001	9.326091374999999	2.0190248250000002	6.182811809	8.631772627999998	4.021385385	8.067660415999999	3.7991239930000003	6.6419398350000005	3.81190745	-0.176322773	6.035662833	6.16868321	-0.176322773	9.01678364	5.178411467	2.687615677	0.012711051000000001	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	0.050185757000000025	-0.176322773	-0.176322773	-0.176322773	0.14560532200000004	0.213244039	-0.176322773	-0.176322773	0.13401734800000004	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	0.09868427400000002	-0.176322773	0.012711051000000001	0.062464087	0.27785312	-0.176322773	0.0	0.02531108800000001	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	1.5548604689999999	-0.176322773	2.707298043	5.809405337	-0.038819249	-0.176322773	-0.176322773	3.476737244	0.0	-0.176322773	0.37949338200000005	-0.176322773	0.13401734800000004	-0.176322773	3.992800508	-0.176322773	0.845156954	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.176322773	-0.01282404099999998	-0.176322773
Gpr56	7	9.638494093	8.723916873	4.800160341	7.303258884	8.07255374	8.330772858000001	7.248740834000001	5.3955035339999995	7.416345154	8.374294302000001	8.541995423000001	8.750695023	8.684648443	8.082244103	7.526890426000001	7.8423952450000005	9.015534523000001	8.290199913	8.744701713000001	7.114597559	7.580177795000001	6.532606396	6.743151394	7.476890828	6.993019237	4.20806013	7.970311359	7.295276967000001	5.168206484000001	6.622313343	7.740455397	7.065319958	9.075813373	-1.1750867059999999	-1.485426827	-1.283792966	-1.485426827	-1.485426827	-0.780554863	-1.21041978	-1.485426827	-0.9296106719999999	-1.485426827	-0.328383117	-1.485426827	-0.816400061	-1.485426827	-0.3610986919999999	-1.1634987319999999	-0.853158612	-0.7455787239999999	-1.186768511	-0.3610986919999999	0.137503524	-0.881355503	-0.8718951739999999	-1.095860015	-1.258918297	-1.198545679	-1.198545679	-0.736965594	-1.271302022	-1.234465253	-0.853158612	-1.485426827	-0.816400061	-1.485426827	-0.959358015	4.494827019000001	6.553437306000001	5.671717965000001	-1.485426827	4.390353235999999	-0.7629608029999999	5.053887103999999	5.751830944	5.971461441000001	-1.485426827	5.4432987960000006	2.558092667	0.0	4.881419908	6.828317858	7.505329536	-1.129283017	4.031848866000001	-0.9493739269999999	-1.129283017	-1.186768511	-0.6214883769999999	-1.3219280949999999	-1.129283017	-1.283792966	-1.296393003	-0.13492957999999988
Car2	7	11.59142017	9.259805605999999	10.25261061	8.815287856	5.177072968	8.277787737999999	9.175702376999999	4.830373538	-0.59454855	9.734002969999999	0.009522774000000012	9.489622039999999	10.604258649999998	10.12151636	9.47866919	7.1320102290000005	9.913682	8.63700866	0.285157216	-0.59454855	6.596757469	4.722321255	6.424041118	5.699888404	8.224385071999999	3.647291634	-0.59454855	8.243489271	-0.59454855	5.095589143	-0.59454855	8.35556988	7.7296770100000005	0.009522774000000012	-0.59454855	-0.17231554899999996	-0.59454855	0.2373286910000001	-0.59454855	-0.59454855	-0.59454855	1.2169224810000001	0.3161841120000001	-0.59454855	-0.59454855	-0.59454855	-0.59454855	0.9315202620000002	-0.59454855	-0.59454855	-0.02895137399999992	-0.019236218999999943	-0.59454855	-0.59454855	-0.59454855	0.48951571500000013	0.136634692	-0.15094189899999993	0.36150810200000005	-0.59454855	-0.59454855	0.8648830690000001	-0.59454855	-0.59454855	-0.0584956499999999	-0.59454855	-0.59454855	0.36892557400000003	0.46203497800000004	1.175223189	0.692332598	-0.59454855	4.384562205	0.27729509900000004	-0.59454855	7.994016187000001	-0.59454855	1.5396723900000002	-0.20498173799999997	-0.59454855	-0.59454855	-0.295890234	-0.17231554899999996	5.864719117	3.100331643	-0.59454855	-0.59454855	-0.59454855	-0.59454855	-0.27262045499999993	0.0	-0.21603692699999993	-0.18312230399999996	-0.59454855	-0.59454855
Ctla2a	7	4.215552813	2.729573016	1.6352744319999992	2.564081023	3.287551044999999	4.336344030999999	1.5554507179999995	1.8872196199999998	1.160997729	4.7523724519999995	4.528000423	4.017386663	4.0565359579999996	4.968397802	4.480479576999999	3.903336808999999	4.0228171580000005	4.146438565	4.662636402	5.7654845120000004	1.2383236099999992	2.4333258189999993	2.0713537629999994	4.102571465999999	2.33253723	2.63102138	2.2609126209999992	3.232319876	2.422204871	3.7355632080000003	4.070316408	3.6532487689999993	3.874297775999999	0.0	-1.8337442470000003	-1.3562568940000004	-3.818707335	-4.3041341630000005	-0.6173625620000003	-0.7215004680000003	-0.4115864500000006	-0.7729036460000005	-3.166630639	-1.2415221850000004	0.7094721719999999	-2.3064629690000005	-0.3012284310000002	-0.6428847480000002	-1.1518983950000004	-4.936402378	-4.936402378	-1.3335179690000003	-1.3683702730000005	-2.907833226	-0.9016584290000003	-0.4632648900000005	-1.3076287830000002	-2.108583353	-0.21229785800000034	0.5499902159999994	-0.7308534670000002	-0.2566408040000008	-2.0984591360000002	0.10667960399999998	-0.2799060070000001	0.6074027979999999	0.3430689179999993	-0.04449719000000041	2.2524336949999997	1.7023955219999998	3.285136411	-4.162406053000001	1.8301927839999994	-0.2902397210000007	-3.5690313120000003	3.8624258000000005	2.5907618149999996	-1.2404085650000005	0.28894968299999935	-2.776127547	-0.8278779210000007	-0.13835186300000046	2.3146539069999994	3.022904112	-0.9747790500000004	-4.420387231	-1.2787623730000002	-3.1045251370000004	-2.583079087	-0.8287145090000001	-3.6318913360000007	-3.9952960670000004	-0.8703131880000008	-2.320515304	-0.008505924000000498
Meis1	7	8.908175183	9.76903983	8.603754227	7.042433013	9.304473277	6.664110074	7.390539609999999	0.6209908099999999	6.273490167	6.757464730000001	2.800230488	7.930043960000001	8.088888737	6.659196258	8.040318067000001	5.738767836999999	-0.5360529	7.701443898000001	7.430654413999999	5.011458623999999	5.203525212000001	7.966182215	7.779006066000001	5.500450433999999	6.770646807	2.75525596	3.849378137	-0.16868183400000003	3.004966253	4.296330816999999	6.055357243	7.558658218	-0.5360529	-0.20262916600000003	-0.5360529	-0.5360529	-0.5360529	-0.5360529	-0.12462665400000006	-0.5360529	-0.5360529	7.709642405	-0.5360529	0.1951303419999999	-0.5360529	-0.5360529	-0.5360529	0.42000375199999995	-0.5360529	-0.5360529	-0.5360529	0.039259430999999956	-0.5360529	1.151007788	-0.17990909000000005	-0.5360529	-0.12462665400000006	-0.29726604000000006	-0.5360529	-0.5360529	-0.5360529	-0.30954437	-0.5360529	-0.5360529	0.0	-0.5360529	-0.5360529	-0.23739458400000008	6.124584840000001	6.901907187999999	8.385550047	-0.5360529	3.6655809610000003	6.6278483139999995	-0.5360529	8.263131567	3.145396365	-0.5360529	1.4348007539999998	3.169925002	-0.5360529	3.893563064	4.840376410999999	3.236888438	-0.5360529	-0.33441903900000003	-0.3219280950000001	-0.33441903900000003	-0.3725541680000001	-0.5360529	-0.5360529	-0.33441903900000003	-0.5360529	-0.5360529	-0.5360529
Lat	7	2.937344392	0.0	4.850499414	3.752748591	0.0	8.978481669	8.276496666	0.0	0.0	7.262188829	8.695576306	0.0	0.0	5.476381688	6.787118983	7.361154241	5.435961895	1.867896464	7.587440004	0.0	6.418358635	0.584962501	7.419791678	6.137913322	3.669026766	7.466953337	6.440453944	5.108524457	0.0	7.538305352	1.794935663	6.97441459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13422094	0.0	0.0	1.021479727	0.650764559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.516015147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nrgn	7	0.0	4.29130886	2.12763328	1.531069493	0.0	0.0	1.803227036	0.0	0.0	4.053111336	0.0	0.782408565	3.09423607	3.030336078	5.523875551	0.613531653	0.0	0.704871964	2.722466024	3.793895883	3.780310099	3.71918344	4.643278996	2.693765712	0.0	0.0	1.459431619	3.255500733	5.211401637	5.024142346	4.419538892	3.723558561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.523561956	3.508428653	1.007195501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fyb	7	3.742555276	4.762335609	5.8646091270000005	-1.064130337	0.06140054499999992	2.716207034	5.368655576	5.558777202	0.6086623369999999	3.9202696260000005	5.953256562	6.645333971	-1.687060688	-1.687060688	-1.687060688	0.23893873099999996	-1.687060688	5.961117108	-1.687060688	2.3599541320000004	-1.687060688	1.4172759719999999	3.9422959320000004	1.680310378	2.2975286619999995	1.667673552	5.698370349	3.528229618	-1.121463512	3.3634410089999998	0.9405461500000001	5.11965003	-1.687060688	-1.687060688	-1.687060688	5.13528707	-1.687060688	-1.687060688	-0.784022418	3.493246332	3.774009426	3.389327381	1.7378614000000001	-1.4001795400000001	2.7919111169999997	-1.687060688	0.0	-1.687060688	2.757208814	4.969006586	5.26224078	-1.4729358830000001	-1.687060688	-1.687060688	4.2500482580000005	-1.687060688	-1.687060688	-1.687060688	-1.687060688	4.182070432	1.523951505	-1.687060688	-1.687060688	-1.687060688	-1.687060688	-1.687060688	2.9870609450000005	-1.687060688	-1.687060688	1.332641226	-1.286522758	-1.687060688	1.166934959	1.7202920629999998	-1.687060688	-1.460552158	-1.687060688	-1.687060688	3.5386769650000005	2.568440045	-0.6304771600000001	-1.687060688	0.06568790299999994	-1.687060688	-1.687060688	-1.687060688	-1.687060688	-1.549557164	5.020712555	0.6718981379999998	-1.687060688	-1.687060688	2.3038941719999997	-1.0	3.7479010720000003
Dpysl2	7	-7.112433765	-8.020119015999999	0.144538626000001	0.6274286080000007	-7.157622539	-1.6164907149999994	0.09835020300000075	1.8707733170000012	-0.2977771949999992	-0.2884914199999997	-1.800550446	0.7868898820000005	1.2322727459999996	-0.9022076419999996	-1.5527155659999998	-0.225810568	-1.5676139759999996	-0.5413744619999994	0.34211465200000113	0.2605750770000004	-0.9202604609999998	1.592033614	0.7214315419999995	-1.0353827989999997	0.9642641330000004	-0.019606785999998877	0.0	-0.7119680589999993	-0.6207219089999993	0.9082953580000002	-0.24408030100000033	0.12609723599999967	1.1302367249999996	1.1984492240000009	0.8787259350000003	0.6246609190000001	-0.9542077929999992	1.6189301270000005	2.187631487000001	1.3491087850000003	0.9679318240000008	1.0736859289999998	0.2403826149999997	1.5010758200000005	1.933836887	0.7797914089999995	-1.139397066	-3.1670801719999995	1.8987195870000004	-4.546664829999999	0.5567166570000008	1.343074511000001	-0.14228351999999944	-1.2853534189999998	-5.289726074999999	1.7995190870000002	3.057822217	1.5994643669999995	1.285509384000001	1.849149787	0.5500816940000011	0.27643698900000047	0.5573098129999998	1.5528395350000004	2.289009657000001	3.1740883770000003	1.372748326	1.090434397000001	-0.16971259299999986	1.2789186630000007	0.8141561320000008	-1.2327020939999995	0.3817830460000007	0.035297885000000306	-3.7131723119999993	-1.4422532809999993	-1.4046793699999993	-3.545591795	-0.02951101699999903	0.9802069700000011	-1.11850409	-0.7712505119999999	-2.8090553189999996	-0.008429698000000485	-3.4975942229999992	-7.546664829999999	-0.8145377929999995	-7.211061797999999	-7.749157694	-8.044164489	-8.295126063	-7.7690572509999996	-7.729528887	-7.653580034	-8.295126063
Ifitm1	7	0.8743029739999999	2.552737144999999	4.418254215	5.4282797149999995	5.711328265	3.6530454949999998	-0.41840308500000045	5.325147974999999	6.707718234999999	3.0225812650000004	-4.644871815	5.235875785	5.802599504999999	4.596325294999999	3.1563925149999994	5.550111855	5.425308985	5.978820804999999	5.855113224999999	6.082434484999999	4.357606484999999	4.876424485	5.244735684999999	4.611613755	4.661492125	4.410996155	0.0	5.670956775	5.160991244999999	5.960265304999999	4.024096375	5.015178495	6.265389985	-3.609743591	-6.10345703	-5.965953506	-5.308119072	-5.821160722	-4.059909314	-6.385227998	-5.112794894	-4.77595509	-4.667054434000001	-4.732123008	-5.794618934000001	-6.053151948	-4.222234499000001	-4.813527397	-5.4787146270000004	-4.516944077	-5.661905012	-5.101131977	-4.817339011	-4.667054434000001	-7.735725245	-5.44589078	-4.150762744	-4.020930234	-5.157994314	-4.763032591	-5.916057062	-5.222234499000001	-1.763032591	-4.938712267	-5.655067582	-5.294773047	-3.92322702	3.825787055	4.416325045	4.325169925	3.7978040349999995	3.164356615	4.636443324999999	4.194764475	3.4570360649999996	3.0871721649999992	1.237857332	4.479598434999999	3.5640494350000003	4.931042445	3.2444786050000003	0.8231546080000003	4.642797214999999	5.255105554999999	-6.136407451	-5.679141717	-6.089562588	-6.094179216000001	-0.4252033449999999	-6.809725826	-5.867828781	-6.700101335	-0.5054645799999999	-6.062168821	-4.23237651
