Samples	Lsk.81 Predicted Hits	Lsk.65 Predicted Hits	Lsk.16 Predicted Hits	Lsk.17 Predicted Hits	Lsk.26 Predicted Hits	Lsk.69 Predicted Hits	Lsk.50 Predicted Hits	Lsk.78 Predicted Hits	Cmp.32 Predicted Hits	Lsk.75 Predicted Hits	Lsk.88 Predicted Hits	Lsk.R2.20 Predicted Hits	Lsk.89 Predicted Hits	Lsk.86 Predicted Hits	Lsk.R2.23 Predicted Hits	Lsk.34 Predicted Hits	Lsk.67 Predicted Hits	Lsk.R2.21 Predicted Hits	Lsk.R2.22 Predicted Hits	Lsk.R2.5 Predicted Hits	Lsk.77 Predicted Hits	Lsk.92 Predicted Hits	Lsk.63 Predicted Hits	Lsk.43 Predicted Hits	Lsk.82 Predicted Hits	Lsk.76 Predicted Hits	Lsk.29 Predicted Hits	Lsk.45 Predicted Hits	Lsk.11 Predicted Hits	Lsk.R2.15 Predicted Hits	Lsk.49 Predicted Hits	Lsk.8 Predicted Hits	Lsk.4 Predicted Hits	Lsk.37 Predicted Hits	Lsk.28 Predicted Hits	Lsk.55 Predicted Hits	Lsk.60 Predicted Hits	Lsk.13 Predicted Hits	Cmp.96 Predicted Hits	Lsk.23 Predicted Hits	Lsk.24 Predicted Hits	Lsk.22 Predicted Hits	Lsk.83 Predicted Hits	Lsk.66 Predicted Hits	Lsk.5 Predicted Hits	Lsk.91 Predicted Hits	Lsk.61 Predicted Hits	Cmp.6 Predicted Hits	Cmp.33 Predicted Hits	Lsk.R2.19 Predicted Hits	Lsk.90 Predicted Hits	Lsk.6 Predicted Hits	Lsk.71 Predicted Hits	Lsk.93 Predicted Hits	Lsk.38 Predicted Hits	Lsk.51 Predicted Hits	Lsk.73 Predicted Hits	Cmp.28 Predicted Hits	Cmp.93 Predicted Hits	Cmp.10 Predicted Hits	Lsk.R2.12 Predicted Hits	Lsk.33 Predicted Hits	Lsk.R2.6 Predicted Hits	Lsk.R2.8 Predicted Hits	Lsk.74 Predicted Hits	Lsk.96 Predicted Hits	Lsk.R2.24 Predicted Hits	Lsk.19 Predicted Hits	Cmp.36 Predicted Hits	Lsk.72 Predicted Hits	GG1.85 Predicted Hits	LK.CD34+.16 Predicted Hits	Lsk.3 Predicted Hits	Lsk.2 Predicted Hits	Lsk.42 Predicted Hits	Lsk.R2.11 Predicted Hits	Lsk.32 Predicted Hits	Lsk.70 Predicted Hits	Lsk.39 Predicted Hits	Lsk.R2.1 Predicted Hits	Lsk.58 Predicted Hits	Lsk.27 Predicted Hits	Lsk.62 Predicted Hits	Lsk.12 Predicted Hits	Lsk.85 Predicted Hits	Lsk.31 Predicted Hits	Lsk.80 Predicted Hits	Lsk.44 Predicted Hits	Lsk.R2.4 Predicted Hits	Cmp.87 Predicted Hits	Lsk.95 Predicted Hits	Cmp.3 Predicted Hits	Lsk.R2.16 Predicted Hits	Cmp.8 Predicted Hits	Lsk.20 Predicted Hits	Lsk.15 Predicted Hits	Lsk.R2.10 Predicted Hits	Lsk.53 Predicted Hits	Lsk.30 Predicted Hits	Lsk.R2.17 Predicted Hits	Lsk.9 Predicted Hits	Cmp.66 Predicted Hits	Cmp.57 Predicted Hits	Cmp.11 Predicted Hits	Cmp.49 Predicted Hits	Cmp.63 Predicted Hits	Cmp.30 Predicted Hits	Cmp.94 Predicted Hits	Cmp.26 Predicted Hits	Cmp.9 Predicted Hits	Cmp.4 Predicted Hits	Cmp.70 Predicted Hits	Cmp.44 Predicted Hits	Cmp.60 Predicted Hits	Lsk.48 Predicted Hits	Lsk.7 Predicted Hits	Lsk.41 Predicted Hits	Lsk.84 Predicted Hits	Lsk.R2.2 Predicted Hits	Cmp.61 Predicted Hits	Lsk.40 Predicted Hits	Cmp.29 Predicted Hits	Lsk.14 Predicted Hits	Lsk.R2.9 Predicted Hits	GG1.96 Predicted Hits	Lsk.47 Predicted Hits	Lsk.57 Predicted Hits	Lsk.18 Predicted Hits	Lsk.35 Predicted Hits	Lsk.64 Predicted Hits	Lsk.87 Predicted Hits	Lsk.94 Predicted Hits	Lsk.R2.13 Predicted Hits	Lsk.10 Predicted Hits	Lsk.46 Predicted Hits	Lsk.54 Predicted Hits	Lsk.52 Predicted Hits	Lsk.79 Predicted Hits	Lsk.36 Predicted Hits	Lsk.59 Predicted Hits	Lsk.1 Predicted Hits	Lsk.R2.18 Predicted Hits	Cmp.77 Predicted Hits	Cmp.27 Predicted Hits	GG1.73 Predicted Hits	Lsk.R2.3 Predicted Hits	Cmp.95 Predicted Hits	Cmp.92 Predicted Hits	Cmp.21 Predicted Hits	Cmp.20 Predicted Hits	Cmp.39 Predicted Hits	Cmp.34 Predicted Hits	Gmp.R2.54 Predicted Hits	Gmp.R2.56 Predicted Hits	LK.CD34+.65 Predicted Hits	LK.CD34+.66 Predicted Hits	Cmp.19 Predicted Hits	Cmp.5 Predicted Hits	Cmp.58 Predicted Hits	Cmp.65 Predicted Hits	Cmp.86 Predicted Hits	Cmp.24 Predicted Hits	Cmp.75 Predicted Hits	Cmp.81 Predicted Hits	Cmp.82 Predicted Hits	Cmp.15 Predicted Hits	Cmp.80 Predicted Hits	LK.CD34+.31 Predicted Hits	Cmp.25 Predicted Hits	Cmp.90 Predicted Hits	Cmp.22 Predicted Hits	Cmp.46 Predicted Hits	LK.CD34+.60 Predicted Hits	Lsk.R2.7 Predicted Hits	Cmp.55 Predicted Hits	Cmp.18 Predicted Hits	Cmp.59 Predicted Hits	Cmp.31 Predicted Hits	Cmp.14 Predicted Hits	Gmp.R2.55 Predicted Hits	Gmp.R2.11 Predicted Hits	Gmp.R2.6 Predicted Hits	GG1.87 Predicted Hits	GG1.70 Predicted Hits	Gmp.R3.27 Predicted Hits	Cmp.85 Predicted Hits	GG1.89 Predicted Hits	Gmp.R2.41 Predicted Hits	GG1.R2.41 Predicted Hits	Cmp.38 Predicted Hits	LSK.r3.80 Predicted Hits	Cmp.69 Predicted Hits	GG1.R2.39 Predicted Hits	GG1.R2.45 Predicted Hits	Gmp.R3.59 Predicted Hits	Cmp.50 Predicted Hits	Cmp.54 Predicted Hits	Gmp.R2.27 Predicted Hits	GG1.69 Predicted Hits	GG1.72 Predicted Hits	GG1.77 Predicted Hits	GG1.R2.47 Predicted Hits	Gmp.R2.21 Predicted Hits	LK.CD34+.46 Predicted Hits	IG2.28 Predicted Hits	IG2.27 Predicted Hits	Gmp.R3.10 Predicted Hits	Gmp.R3.52 Predicted Hits	GG1.74 Predicted Hits	Gmp.R3.44 Predicted Hits	Gmp.R3.13 Predicted Hits	Cmp.52 Predicted Hits	Cmp.23 Predicted Hits	Cmp.37 Predicted Hits	Cmp.13 Predicted Hits	Gmp.R2.13 Predicted Hits	Gmp.R2.42 Predicted Hits	GG1.84 Predicted Hits	GG1.95 Predicted Hits	Gmp.R3.35 Predicted Hits	GG1.93 Predicted Hits	Gmp.R3.48 Predicted Hits	Lsk.21 Predicted Hits	LK.CD34+.54 Predicted Hits	Gmp.R3.58 Predicted Hits	Gmp.R3.60 Predicted Hits	Gmp.R2.8 Predicted Hits	Gmp.R3.18 Predicted Hits	Gmp.R3.66 Predicted Hits	Cmp.56 Predicted Hits	GG1.R2.38 Predicted Hits	Gmp.R3.6 Predicted Hits	GG1.R2.46 Predicted Hits	GG1.80 Predicted Hits	GG1.86 Predicted Hits	Gmp.R2.61 Predicted Hits	Gmp.R2.48 Predicted Hits	IG2.1 Predicted Hits	IG2.5 Predicted Hits	IG2.24 Predicted Hits	IG2.13 Predicted Hits	IG2.17 Predicted Hits	IG2.20 Predicted Hits	IG2.16 Predicted Hits	IG2.21 Predicted Hits	GG1.76 Predicted Hits	LK.CD34+.63 Predicted Hits	IG2.22 Predicted Hits	IG2.4 Predicted Hits	Cmp.40 Predicted Hits	Cmp.62 Predicted Hits	Gmp.R3.51 Predicted Hits	Cmp.12 Predicted Hits	Cmp.74 Predicted Hits	Cmp.64 Predicted Hits	Cmp.84 Predicted Hits	Gmp.R2.26 Predicted Hits	Gmp.R2.3 Predicted Hits	Cmp.45 Predicted Hits	Gmp.R2.32 Predicted Hits	Cmp.17 Predicted Hits	Cmp.2 Predicted Hits	LK.CD34+.20 Predicted Hits	Cmp.35 Predicted Hits	Cmp.68 Predicted Hits	Cmp.16 Predicted Hits	Cmp.53 Predicted Hits	Cmp.89 Predicted Hits	Cmp.83 Predicted Hits	LK.CD34+.58 Predicted Hits	Cmp.76 Predicted Hits	Cmp.73 Predicted Hits	Cmp.88 Predicted Hits	Cmp.78 Predicted Hits	Cmp.43 Predicted Hits	Cmp.47 Predicted Hits	Cmp.91 Predicted Hits	LK.CD34+.55 Predicted Hits	Cmp.67 Predicted Hits	LK.CD34+.22 Predicted Hits	Gmp.R2.35 Predicted Hits	LK.CD34+.4 Predicted Hits	Gmp.R2.1 Predicted Hits	Gmp.R2.9 Predicted Hits	Gmp.R2.68 Predicted Hits	Gmp.R3.1 Predicted Hits	Gmp.R2.17 Predicted Hits	Gmp.R2.60 Predicted Hits	Gmp.R2.23 Predicted Hits	Gmp.R3.31 Predicted Hits	Gmp.R3.23 Predicted Hits	Gmp.R3.41 Predicted Hits	Cmp.79 Predicted Hits	Gmp.R2.57 Predicted Hits	Gmp.R2.67 Predicted Hits	Cmp.72 Predicted Hits	LK.CD34+.57 Predicted Hits	GG1.92 Predicted Hits	LK.CD34+.25 Predicted Hits	IG2.14 Predicted Hits	IG2.7 Predicted Hits	IG2.23 Predicted Hits	LK.CD34+.38 Predicted Hits	Gmp.R3.47 Predicted Hits	GG1.88 Predicted Hits	LK.CD34+.21 Predicted Hits	LK.CD34+.29 Predicted Hits	Gmp.R3.19 Predicted Hits	Gmp.R2.44 Predicted Hits	Gmp.R3.16 Predicted Hits	IG2.30 Predicted Hits	GG1.81 Predicted Hits	Gmp.R2.22 Predicted Hits	LK.CD34+.49 Predicted Hits	Gmp.R2.18 Predicted Hits	Gmp.R2.39 Predicted Hits	LK.CD34+.51 Predicted Hits	Gmp.R2.12 Predicted Hits	Gmp.R2.4 Predicted Hits	Cmp.71 Predicted Hits	Gmp.R2.24 Predicted Hits	LK.CD34+.48 Predicted Hits	Gmp.R2.10 Predicted Hits	Gmp.R3.11 Predicted Hits	Cmp.42 Predicted Hits	GG1.71 Predicted Hits	Cmp.48 Predicted Hits	Gmp.R3.20 Predicted Hits	LK.CD34+.39 Predicted Hits	LK.CD34+.37 Predicted Hits	Gmp.R3.8 Predicted Hits	LK.CD34+.7 Predicted Hits	Gmp.R2.5 Predicted Hits	LK.CD34+.47 Predicted Hits	Gmp.R2.38 Predicted Hits	IG2.18 Predicted Hits	IG2.3 Predicted Hits	GG1.R2.48 Predicted Hits	Gmp.R2.45 Predicted Hits	LK.CD34+.5 Predicted Hits	Gmp.R3.32 Predicted Hits	Gmp.R3.29 Predicted Hits	GG1.75 Predicted Hits	Gmp.R3.37 Predicted Hits	Gmp.R3.43 Predicted Hits	LK.CD34+.30 Predicted Hits	Gmp.R3.2 Predicted Hits	Gmp.R3.42 Predicted Hits	Gmp.R2.28 Predicted Hits	LK.CD34+.42 Predicted Hits	Gmp.R2.2 Predicted Hits	Cmp.7 Predicted Hits	GG1.82 Predicted Hits	Gmp.R2.51 Predicted Hits	LK.CD34+.15 Predicted Hits	GG1.R2.43 Predicted Hits	LK.CD34+.14 Predicted Hits	GG1.R2.40 Predicted Hits	IG2.8 Predicted Hits	Gmp.R3.15 Predicted Hits	IG2.6 Predicted Hits	IG2.31 Predicted Hits	Gmp.R3.40 Predicted Hits	GG1.R2.44 Predicted Hits	IG2.2 Predicted Hits	IG2.26 Predicted Hits	IG2.32 Predicted Hits	IG2.35 Predicted Hits	Gmp.R3.38 Predicted Hits	Gmp.R3.7 Predicted Hits	Cmp.51 Predicted Hits	Gmp.R2.43 Predicted Hits	IG2.9 Predicted Hits	Gmp.R3.21 Predicted Hits	IG2.36 Predicted Hits	LK.CD34+.19 Predicted Hits	Gmp.R2.7 Predicted Hits	GG1.91 Predicted Hits	IG2.10 Predicted Hits	IG2.34 Predicted Hits	GG1.90 Predicted Hits	IG2.19 Predicted Hits	GG1.94 Predicted Hits	GG1.79 Predicted Hits	Gmp.R3.39 Predicted Hits	Gmp.R3.68 Predicted Hits	IG2.15 Predicted Hits	IG2.25 Predicted Hits	LK.CD34+.2 Predicted Hits	LK.CD34+.36 Predicted Hits	Gmp.R2.34 Predicted Hits	Gmp.R2.58 Predicted Hits	Gmp.R2.30 Predicted Hits	Gmp.R3.53 Predicted Hits	Gmp.R2.15 Predicted Hits	Gmp.R3.33 Predicted Hits	Gmp.R3.67 Predicted Hits	GG1.R2.42 Predicted Hits	Gmp.R2.49 Predicted Hits	Gmp.R2.50 Predicted Hits	Gmp.R2.46 Predicted Hits	Gmp.R2.20 Predicted Hits	Gmp.R2.29 Predicted Hits	LK.CD34+.27 Predicted Hits	Gmp.R3.4 Predicted Hits	Gmp.R3.61 Predicted Hits	Gmp.R3.26 Predicted Hits	Gmp.R3.63 Predicted Hits	Gmp.R2.19 Predicted Hits	Gmp.R3.54 Predicted Hits	LK.CD34+.13 Predicted Hits	Gmp.R2.33 Predicted Hits	Gmp.R3.50 Predicted Hits	Gmp.R3.9 Predicted Hits	Gmp.R3.14 Predicted Hits	Gmp.R3.56 Predicted Hits	Gmp.R3.49 Predicted Hits	Gmp.R2.47 Predicted Hits	Gmp.R2.66 Predicted Hits	Gmp.R2.40 Predicted Hits	LK.CD34+.53 Predicted Hits	Gmp.R2.64 Predicted Hits	Gmp.R2.37 Predicted Hits	LK.CD34+.50 Predicted Hits	LK.CD34+.35 Predicted Hits	Gmp.R3.5 Predicted Hits	LK.CD34+.28 Predicted Hits	LK.CD34+.12 Predicted Hits	Gmp.R3.28 Predicted Hits	Gmp.R3.57 Predicted Hits	Gmp.R3.62 Predicted Hits	LK.CD34+.1 Predicted Hits	LK.CD34+.23 Predicted Hits	Gmp.R3.65 Predicted Hits	Gmp.R3.64 Predicted Hits	Gmp.R2.16 Predicted Hits	Gmp.R3.30 Predicted Hits	Gmp.R3.46 Predicted Hits	Gmp.R3.24 Predicted Hits	LK.CD34+.43 Predicted Hits	Gmp.R2.59 Predicted Hits	IG2.11 Predicted Hits	Gmp.R2.63 Predicted Hits	Gmp.R3.3 Predicted Hits	Gmp.R3.36 Predicted Hits	Gmp.R3.12 Predicted Hits	Gmp.R2.52 Predicted Hits	LK.CD34+.9 Predicted Hits	Gmp.R3.22 Predicted Hits	LK.CD34+.24 Predicted Hits	Gmp.R3.17 Predicted Hits	Gmp.R3.55 Predicted Hits	Gmp.R2.36 Predicted Hits	Gmp.R3.34 Predicted Hits	LK.CD34+.18 Predicted Hits	Gmp.R2.65 Predicted Hits	Gmp.R2.14 Predicted Hits	Gmp.R3.45 Predicted Hits	Gmp.R3.25 Predicted Hits	LK.CD34+.44 Predicted Hits	LK.CD34+.41 Predicted Hits	LK.CD34+.61 Predicted Hits	LK.CD34+.33 Predicted Hits	LK.CD34+.6 Predicted Hits	LK.CD34+.45 Predicted Hits	LK.CD34+.64 Predicted Hits	LK.CD34+.56 Predicted Hits	LK.CD34+.26 Predicted Hits	LK.CD34+.17 Predicted Hits	LK.CD34+.52 Predicted Hits	LK.CD34+.32 Predicted Hits	LK.CD34+.62 Predicted Hits	LK.CD34+.34 Predicted Hits	LK.CD34+.40 Predicted Hits	LK.CD34+.10 Predicted Hits	LK.CD34+.59 Predicted Hits	Composite Classification Score	Combined Correlation DiffScore	Predicted Class	Max-Rho
Cell68-C5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.534940980665	Cmp.62	0.643276011357
Cell93-B11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.468205267701	Cmp.62	0.739505805112
Cell11-E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.433835862887	Gmp.R3.51	0.713371529258
Cell46-D12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.423763272584	IG2.22	0.629973231839
Cell4-H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.403544169368	Lsk.11	0.62568332894
Cell20-F5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.365790310301	IG2.22	0.679924753024
