UID	row_clusters-flat	Cell27-B7	Cell12-F3	Cell4-H1	Cell75-E7	Cell45-B12	Cell54-A2	Cell96-A12	Cell19-E5	Cell69-D5	Cell31-G7	Cell52-G1	Cell33-B8	Cell83-B9	Cell40-G10	Cell36-H8	Cell7-F2	Cell94-C11	Cell35-E8	Cell16-F4	Cell39-C10	Cell18-A5	Cell23-B6	Cell53-H1	Cell32-H7	Cell2-D1	Cell64-E4	Cell82-F8	Cell6-E2	Cell37-D9	Cell55-D2	Cell22-A6	Cell44-A12	Cell20-F5	Cell3-F1	Cell15-D4	Cell46-D12	Cell14-B4	Cell10-B3	Cell88-B10	Cell1-A1	Cell26-A7	Cell74-D7	Cell93-B11	Cell47-F12	Cell29-E7	Cell56-E2	Cell51-E1	Cell61-H3	Cell65-F4	Cell25-E6	Cell48-H12	Cell66-A5	Cell77-G7	Cell91-E10	Cell17-G4	Cell60-G3	Cell71-E6	Cell59-E3	Cell38-E9	Cell28-D7	Cell81-E8	Cell68-C5	Cell70-E5	Cell8-G2	Cell76-F7	Cell42-F11	Cell11-E3	Cell62-A4	Cell21-H5	Cell80-C8	Cell5-B2	Cell43-G11	Cell9-H2	Cell57-H2	Cell85-G9	Cell89-C10	Cell87-A10	Cell34-C8	Cell24-D6	Cell41-E11	Cell63-D4	Cell67-B5	Cell78-H7	Cell58-D3	Cell30-F7	Cell13-H3	Cell86-H9	Cell79-B8	Cell92-A11	Cell50-B1	Cell72-G6	Cell95-G11	Cell49-A1	Cell84-F9	Cell90-D10	Cell73-B7
Spry2	7	0.0	0.0	0.0	5.722192761	0.0	0.0	3.921245889	3.221877081	0.0	0.0	0.0	0.0	0.378511623	0.0	0.0	0.0	4.938285792	6.096135325	0.0	6.584060534	0.0	6.824895114	7.933631648	0.0	0.0	0.847996907	2.533563348	0.0	4.916954279	0.310340121	0.0	0.0	4.43162296	6.663913842	0.0	1.220329955	0.0	0.0	0.378511623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.739848103	0.0	0.0	0.0	0.0	0.0	0.485426827	0.0	0.0	0.0	0.555816155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.783194703	0.0	3.49057013	0.0	5.987775616	3.992768431	0.0	5.006746832	5.946964741	6.856363275	6.351027552	0.0	6.250203656	6.936637939	0.0	5.28503225	6.62556274	0.0	0.0	0.0
Fads3	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.150559677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Egfl7	7	0.0	0.0	0.0	0.0	0.0	6.737416366	0.0	0.0	0.0	0.0	0.0	0.0	2.548436625	0.0	0.0	0.0	7.906229209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.986183363	0.613531653	6.155627816	3.684818738	5.297558281	3.650764559	0.0	0.0	0.695993813	0.0	6.67990229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.025471815	0.0	5.264911693	0.0	0.584962501	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tcf7l2	7	0.0	0.310340121	6.059614856	0.333423734	7.040015679	0.0	0.0	0.321928095	8.484540972	0.0	5.883132016	0.0	0.0	0.0	7.691045553	0.0	3.714795011	0.0	0.0	5.331991778	4.727920455	4.738767837	7.730979533	1.659924558	0.0	6.626877135	5.974070367	0.0	5.068670811	0.0	6.18070484	0.0	0.0	6.377123749	0.189033824	5.884109451	1.914564523	0.23878686	0.201633861	0.0	0.0	0.0	7.124121312	1.475084883	0.0	0.0	2.957914599	0.0	6.288358562	0.0	0.0	8.410620946	0.0	0.0	0.443606651	8.222698318	7.865176497	6.643134662	0.0	8.002252452	7.926829678	0.0	0.0	0.0	5.930737338	1.40599236	7.278542382	0.0	6.939344133	5.790250739	0.0	2.150559677	1.778208576	5.565901767	7.819795895	4.658211483	0.0	1.655351829	0.0	0.0	0.0	0.0	0.0	0.0	5.952333566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201633861	0.0
Notch2	7	5.043519494	3.697106574	6.699745948	4.125981654	4.779785005	4.488000771	4.826802684	4.690417096	0.0	4.500802053	6.620146497	5.932155684	7.146186791	4.73714592	6.237448996	5.30487605	5.587064898	1.244887059	4.845991771	5.518849829	5.704041955	6.213541702	5.493775408	2.961623328	4.295723025	3.949534933	4.998646839	3.734438666	2.475084883	4.423578171	5.121015401	4.298658316	4.575917361	4.348374075	4.272023189	4.901108243	5.093391153	5.403267722	6.120808102	5.91910168	6.755555262	7.289004456	8.843167325	6.449066085	5.860962798	6.210038123	6.990160706	7.909773104	7.538615759	5.988911865	6.197511592	7.638363506	8.565711405	7.664127243	7.490489907	7.934752371	7.546431489	4.89772447	4.335569006	6.566967329	5.496654083	10.37594083	6.46727948	7.697523639	8.529547683	5.731997787	6.498570013	7.692022611	7.302958726	7.968321196	5.763411574	6.185271906	7.416079695	7.63343121	7.42785755	5.236875245	7.559109369	4.884597921	3.858975614	4.255500733	4.645009884	5.06995989	4.671293372	6.164504726	4.285402219	4.539158811	4.593951284	1.807354922	4.617651119	4.08491466	0.056583528	4.118525849	4.126807703	5.542877099	4.22650853	6.231701199
Kdm6b	7	0.50589093	1.545968369	0.0	2.912649865	2.684818738	4.728464765	1.042644337	3.999098034	0.0	3.960697039	6.824513297	4.139142019	3.695993813	2.748461233	2.604071324	0.150559677	2.639232163	0.0	0.097610797	1.891419187	4.550900665	1.933572638	3.782408565	4.039138394	2.028569152	2.6622055	0.214124805	0.333423734	1.875780063	1.97819563	1.859969548	2.073820233	2.166715445	1.765534746	2.364572432	3.046141782	0.097610797	1.811471031	3.699329526	4.924099886	3.770829046	2.646162657	1.275007047	3.550900665	1.811471031	3.353323291	0.40053793	5.394033895	6.793375711	0.687060688	3.403267722	5.98436149	3.769771739	3.44625623	2.448900951	5.527320608	4.915998852	5.751677946	3.005399988	0.555816155	7.043191372	7.17512535	0.0	0.0	4.440952198	1.937344392	1.989139007	6.415657274	3.653060017	4.617063344	5.406672716	4.050501697	5.632559052	5.997744026	5.43496176	1.321928095	3.608809243	1.589763487	1.918386234	5.998872454	1.952333566	1.459431619	4.646162657	0.214124805	0.35614381	2.883620816	4.416164165	3.257010618	5.129283017	4.951401292	3.415488271	1.5360529	2.801158656	3.866907978	4.027684877	3.798050515
Gvin1	7	2.472487771	5.008540672	7.21159632	2.538538164	2.570462931	1.799087306	1.918386234	2.873813198	4.34978987	1.169925001	0.545968369	1.560714954	1.150559677	1.195347598	1.891419187	1.545968369	6.977279923	0.23878686	0.0	3.357552005	1.292781749	2.513490746	3.195347598	1.056583528	3.805292456	4.152183419	3.195347598	1.883620816	4.078951341	0.641546029	3.051372102	6.704180323	2.974529312	3.820689561	1.316145742	2.904965719	6.629210886	0.82374936	2.017921908	4.481557281	5.089582893	0.028569152	1.469885976	4.29130886	2.86393845	0.014355293	3.822730148	2.889473543	0.028569152	4.739308071	0.070389328	3.752748591	4.428946345	3.994579724	8.156487632	0.0	0.0	0.014355293	4.027684877	0.014355293	0.014355293	0.86393845	0.575312331	2.416839742	0.0	0.014355293	3.160274831	1.871843649	4.877253454	2.659924558	9.149111991	3.649615459	0.632268215	7.663059924	0.0	2.017921908	6.85623876	3.775050541	3.883620816	5.51412226	3.217230716	6.514753498	3.458119481	0.014355293	0.790772038	0.321928095	1.3950628	0.028569152	0.014355293	0.0	0.0	2.513490746	0.014355293	1.782408565	0.056583528	1.959770155
Gm4070	7	5.640100298	0.0	0.0	0.0	5.742545234	4.827310944	5.377123749	6.250772132	8.082840943	4.148934105	0.0	4.696550301	3.908812908	4.205548911	4.790250739	4.550900665	0.056583528	1.646162657	0.0	6.762481703	3.989139007	0.0	6.364572432	3.554588852	6.85623876	7.078737909	6.301404738	4.925999419	7.388275655	2.933572638	5.988457473	5.390598906	6.18646094	7.092228584	4.13996057	6.385948658	3.764473551	3.710393192	5.414812061	8.340873775	8.155374831	0.176322773	0.0	7.545196172	7.186163773	0.084064265	7.169023035	5.991181681	0.310340121	7.648537346	0.799087306	0.0	8.461520374	7.458201525	0.0	0.0	0.0	0.137503524	7.415995221	0.111031312	0.189033824	3.272023189	2.709290636	6.549361133	0.0	0.084064265	6.120600774	0.0	8.381759231	5.767654798	6.442445929	7.384049807	2.646162657	0.0	0.137503524	5.243364426	0.0	0.0	6.908812908	9.362864349	6.38387706	0.22650853	7.062963557	0.150559677	3.010779839	0.773996325	3.927896454	0.201633861	0.201633861	0.0	0.056583528	0.0	0.111031312	4.863442934	0.687060688	4.877253454
Gm17757	7	2.689299161	3.065227623	1.384049807	2.558267634	3.116031993	2.813524689	1.411426246	4.135863165	2.247927513	0.970853654	0.0	1.459431619	0.992768431	3.198494154	1.195347598	1.859969548	3.351910961	0.86393845	0.0	2.632268215	2.839959587	2.35614381	3.904965719	0.669026766	2.347665656	5.020146573	0.0	2.669026766	0.176322773	1.937344392	4.311793718	0.0	2.6622055	0.150559677	2.599317794	2.22650853	2.709290636	0.0	0.176322773	5.696550301	4.111865964	0.0	0.286881148	0.0	0.0	0.0	0.0	0.0	0.0	2.316145742	0.731183242	0.0	0.0	4.124328135	0.0	0.0	0.0	0.0	0.23878686	0.0	0.310340121	0.0	2.100977648	0.0	0.0	0.0	1.014355293	1.49057013	0.344828497	0.847996907	4.11353382	4.04176865	1.531069493	2.124328135	0.0	2.776103988	4.557042415	2.956056652	2.153805336	4.08236197	2.580145484	1.189033824	0.163498732	0.0	2.691534165	0.545968369	2.867896464	0.0	0.0	0.0	0.0	1.176322773	0.0	4.814037648	0.0	7.636624621
Gm1966	7	5.665051614	4.855491443	7.53348548	5.769507291	6.35526299	5.632559052	1.608809243	6.043956873	4.835924074	2.22342255	1.361768359	4.772941338	5.48703608	3.068670811	4.286141873	5.993447932	4.580748492	2.372952098	0.0	5.516015147	5.993447932	4.84899843	6.838195439	2.211012193	6.261342756	7.902977996	6.014132087	5.17990909	6.650046479	3.627606838	7.062531903	2.403267722	4.242602506	3.550900665	6.100136671	5.362119167	6.03760186	4.386121157	5.511594542	6.760753208	7.17332735	0.0	3.99095486	0.23878686	2.313245852	4.392317423	3.548436625	0.111031312	5.311793718	5.836176625	1.599317794	3.452858965	4.698774109	7.099821179	0.189033824	0.163498732	2.523561956	0.0	3.94016675	7.858602712	0.201633861	1.163498732	2.61117238	0.0	0.0	5.914086097	4.355439197	5.055716264	0.0	5.083638879	7.332886917	6.404800964	0.0	0.0	0.0	4.839959587	8.215581534	4.390254956	7.75033852	7.388361768	8.418485137	4.560714954	5.401220862	3.13422094	4.195347598	0.695993813	5.234194723	0.23878686	2.9800253	0.070389328	0.0	2.972692654	0.070389328	1.731183242	0.124328135	6.500642736
Pigr	7	6.420212891	0.0	0.0	0.0	0.0	0.214124805	0.0	5.308521062	0.0	2.700439718	0.0	0.0	0.0	0.0	0.0	3.049630768	0.0	0.0	0.0	4.799605422	0.321928095	0.378511623	5.382667253	0.0	0.0	0.992768431	0.0	0.454175893	0.214124805	0.176322773	0.0	0.0	0.124328135	0.0	0.0	4.548436625	0.0	3.502075956	0.0	0.0	0.0	1.007195501	0.0	0.0	0.0	0.0	0.0	0.333423734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.704871964	0.443606651	0.0	0.0	0.0	0.0	0.0	0.464668267	0.0	0.0	0.298658316	0.0	0.0	0.263034406	0.765534746	0.0	0.0	0.0	0.176322773	0.0	0.0	0.0	0.0	0.0	4.492494152	5.327328083	5.099715999	5.993447932	3.452858965	0.0	0.50589093	0.0	0.0	6.061776198	5.741736624	0.432959407	3.408711861
Lef1	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.110196178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gimap3	7	0.565597176	0.0	7.975045452	0.526068812	0.0	9.083585697	0.0	9.384459998	0.0	0.0	5.017476563	0.0	0.0	7.212861117	9.14654322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.680324357	0.0	0.0	0.0	0.0	0.0	8.034303768	0.35614381	8.580107788	0.0	0.0	7.839140787	0.0	0.0	8.268331458	7.363346321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.475084883	0.0	0.0	0.0	0.5360529	0.0	0.0	0.0	4.875288598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298658316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.263034406	0.0	0.0	0.0	0.0	0.0	0.0
Tulp4	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.669026766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22650853	0.0	0.250961574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.831877241	0.0	0.0	0.0	0.0	0.0	2.927896454	1.169925001	0.0	0.0	0.0	0.163498732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.323189901	2.097610797	0.111031312	0.0	0.0	0.0	0.0	0.622930351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.070389328	0.0	0.163498732	0.070389328	0.0
Cd247	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gbp4	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.613531653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.176322773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.836934011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Itgal	7	8.700058186	0.0	0.0	0.0	0.0	5.822985019	0.0	0.722466024	0.275007047	0.0	0.0	0.0	1.432959407	0.378511623	0.0	0.0	0.0	0.124328135	0.124328135	2.618238656	0.0	0.40053793	0.0	0.0	0.0	0.0	6.781884235	5.646162657	0.0	4.124328135	0.0	2.295723025	3.519793486	0.0	5.593054922	0.0	4.14404637	0.0	1.350497247	0.0	4.247168	0.713695815	3.917431755	6.247737673	0.0	4.893847558	6.856736756	7.556276125	3.777156666	7.274075255	0.970853654	0.0	7.386810946	1.744161096	4.647890091	0.0	4.477677328	7.629575194	0.378511623	0.0	8.778635696	0.0	0.0	0.23878686	0.0	7.956463283	3.060047384	6.798569004	4.810443104	6.489767697	0.176322773	7.484863164	6.85723458	5.731454808	7.926177372	0.0	2.713695815	0.0	5.318316841	0.0	0.0	0.0	4.742006211	0.0	4.731726323	6.778208576	0.137503524	5.675533686	0.0	6.953963599	7.118006651	0.0	0.124328135	0.137503524	0.124328135	1.028569152
Apol7e	6	9.203568245	5.091699834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.655638049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.742006211	0.0	0.0	0.0	0.0	0.0	0.0	3.869871406	0.0	0.0	0.150559677	0.0	0.0	7.446173504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201633861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.650764559	0.0	0.0	4.196921734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23878686	0.0	0.0	0.0	0.0	0.298658316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apol7b	6	0.678071905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150559677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.201633861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.666756592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23878686	0.0	0.0	0.0	0.0	0.298658316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl5	6	7.894090171	9.351204277	8.126136574	8.17447633	0.0	3.436961338	0.0	7.784700272	0.0	0.0	0.0	0.0	6.253989266	0.0	7.729076869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.362820526	0.0	0.0	0.0	6.520265084	0.0	6.830229967	0.0	0.0	9.485145023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.06371864	0.0	0.0	0.0	0.0	0.0	8.500563071	0.0	0.0	1.5360529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd7	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.341318667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.279471296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klri2	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555816155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310340121	0.0	0.0	0.0	0.176322773	0.0	0.0	0.0	0.0	0.163498732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.214124805	0.0	0.0	0.0	9.762166075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.250961574	0.35614381	0.0	0.0	0.0	0.0	9.378316534	0.807354922	0.0	0.0	0.0	0.0	0.0	1.411426246	1.014355293	0.0	0.0	6.626001005	0.0	6.297741678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.945326777	0.0	0.0	0.0	0.0	0.344828497	0.0	0.807354922	0.0	0.0	0.0	0.0	0.0	0.150559677	0.0	0.0	0.176322773	0.0
Klrb1c	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73430317	0.0	1.956056652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.339493738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.269033146	0.0	1.560714954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd2	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ncr1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klrd1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.608809243	0.0	0.0	0.0	0.0	0.0	6.333602628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.455491621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xcl1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Traf1	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40053793	0.0	0.0	0.0	0.0	0.0	0.275007047	0.0	0.0	0.0	0.0	0.310340121	5.566510756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.599317794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.791716413	0.0	0.0	0.389566812	0.0	7.494655613	10.21256934	0.0	0.454175893	0.0	0.575312331	0.0	0.0	4.853496704	1.925999419	0.485426827	8.298612498	0.0	0.0	8.452447178	0.0	9.630594766	0.0	0.0	5.895544989	0.0	6.363696745	2.250961574	0.0	9.059236288	0.526068812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.275007047	0.0	0.565597176	0.22650853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.060047384
Ahnak	5	1.214124805	1.895302621	0.0	0.0	1.111031312	2.09085343	4.961623328	2.498250868	0.443606651	0.0	0.097610797	0.799087306	0.0	3.681449265	5.653060017	0.0	2.702657543	0.0	0.0	4.870857864	0.0	0.056583528	0.0	1.5360529	2.046141782	3.231125158	0.713695815	2.6622055	0.604071324	0.0	2.229587923	2.40053793	0.0	3.827819025	0.0	0.042644337	0.0	4.416164165	1.232660757	5.152183419	5.796753477	3.846994687	4.974070367	0.713695815	0.286881148	4.94673086	3.926948248	4.517275693	2.014355293	1.963474124	3.575312331	3.7473874	0.097610797	5.185866545	6.346247774	2.440952198	4.316869805	0.0	4.778208576	5.210622644	0.214124805	7.77148947	0.0	5.754085782	0.084064265	4.257764969	3.12763328	5.097610797	4.952333566	6.453517579	4.648465443	6.14974712	4.261530815	6.313245852	0.137503524	3.619413011	3.601696516	4.065227623	3.305970521	6.021479727	4.798569004	0.584962501	3.29130886	0.0	1.214124805	0.042644337	0.0	0.0	0.0	0.0	0.0	0.0	1.084064265	0.0	0.042644337	1.111031312
