UID	row_clusters-flat	Cell27-B7	Cell12-F3	Cell4-H1	Cell75-E7	Cell45-B12	Cell54-A2	Cell96-A12	Cell19-E5	Cell69-D5	Cell31-G7	Cell52-G1	Cell33-B8	Cell83-B9	Cell40-G10	Cell36-H8	Cell7-F2	Cell94-C11	Cell35-E8	Cell16-F4	Cell39-C10	Cell18-A5	Cell23-B6	Cell53-H1	Cell32-H7	Cell2-D1	Cell64-E4	Cell82-F8	Cell6-E2	Cell37-D9	Cell55-D2	Cell22-A6	Cell44-A12	Cell20-F5	Cell3-F1	Cell15-D4	Cell46-D12	Cell14-B4	Cell10-B3	Cell88-B10	Cell1-A1	Cell26-A7	Cell74-D7	Cell93-B11	Cell47-F12	Cell29-E7	Cell56-E2	Cell51-E1	Cell61-H3	Cell65-F4	Cell25-E6	Cell48-H12	Cell66-A5	Cell77-G7	Cell91-E10	Cell17-G4	Cell60-G3	Cell71-E6	Cell59-E3	Cell38-E9	Cell28-D7	Cell81-E8	Cell68-C5	Cell70-E5	Cell8-G2	Cell76-F7	Cell42-F11	Cell11-E3	Cell62-A4	Cell21-H5	Cell80-C8	Cell5-B2	Cell43-G11	Cell9-H2	Cell57-H2	Cell85-G9	Cell89-C10	Cell87-A10	Cell34-C8	Cell24-D6	Cell41-E11	Cell63-D4	Cell67-B5	Cell78-H7	Cell58-D3	Cell30-F7	Cell13-H3	Cell86-H9	Cell79-B8	Cell92-A11	Cell50-B1	Cell72-G6	Cell95-G11	Cell49-A1	Cell84-F9	Cell90-D10	Cell73-B7
column_clusters-flat		1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	4	5	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	11	11	11	12	12	12	12	12	12	12	12
Egr1	7	0.0	0.0	7.885208276	0.0	0.0	0.0	0.0	8.69901713	9.806614063	7.328674927	0.0	8.045978028	0.0	8.689473895	7.71829312	0.565597176	0.23878686	0.0	0.214124805	8.982822494	7.095818956	9.021174322	6.161887682	6.06091205	7.127530108	5.582556003	0.0	0.0	3.789729251	0.214124805	0.0	0.0	0.250961574	0.0	0.250961574	0.0	8.705355916	0.0	0.0	9.728243664	0.0	0.887525271	0.713695815	0.23878686	0.0	7.855117639	0.0	0.0	0.485426827	0.0	0.0	7.582857035	0.526068812	0.0	3.241840184	0.422233001	0.367371066	0.0	0.0	0.847996907	0.432959407	0.0	0.0	0.0	0.0	0.263034406	6.393175914	0.0	7.669097651	0.0	0.286881148	7.109778429	6.967283908	0.0	6.935341876	0.695993813	0.0	8.529430554	0.0	0.0	7.503825738	4.946262984	0.0	0.432959407	6.371036052	6.656353352	0.0	0.0	6.002027365	6.047232996	4.534186139	7.210330414	7.644505257	9.243340622	8.545852566	8.127788023
Fos	7	10.27636871	7.158458216	7.916655776	0.5360529	8.967255084	2.427606173	0.0	9.167518504	10.73472655	0.970853654	7.022700704	9.297672907	7.142617655	9.28861234	8.907010815	10.17230249	3.451540833	6.945560886	0.0	9.533407608	11.12701414	9.785599591	5.302319051	7.840966704	7.829659319	9.818502292	8.782113653	3.738767837	6.005624549	4.442943496	6.090430042	0.367371066	5.040015679	0.321928095	4.792855352	0.0	8.673485757	7.67030217	0.378511623	9.766197597	9.229179319	0.516015147	0.0	0.35614381	8.014522675	5.826548487	1.691534165	0.454175893	7.818646083	9.337844867	0.454175893	4.382667253	0.0	4.590362488	8.671541067	0.0	0.0	0.575312331	0.0	7.468175995	0.613531653	2.229587923	0.0	1.521050737	0.0	7.763477971	9.034688934	0.485426827	0.0	8.244791942	8.322514071	9.839770675	8.679268958	0.613531653	6.725604841	0.956056652	1.859969548	8.551016063	7.999774561	2.3950628	6.56270035	2.163498732	8.532628658	7.480992104	7.468909092	9.534244512	7.414135533	4.921245889	1.007195501	5.268284667	0.50589093	0.275007047	6.851998837	9.184627436	6.375734539	4.125981654
Zfp36	7	9.435774423	7.850811922	4.399171094	1.070389328	2.570462931	0.0	0.0	0.613531653	0.757023247	3.195347598	9.818837782	0.0	0.454175893	0.575312331	5.883865155	9.104074518	4.140778656	0.650764559	0.0	3.334854269	9.600340382	9.677050104	8.07831095	7.756489607	7.465648026	6.478162893	5.503348735	8.168872653	0.443606651	0.0	8.414516119	6.331096084	8.088046166	2.700439718	0.432959407	0.0	7.613678979	0.464668267	0.0	9.496114769	7.659853221	0.0	0.0	0.0	8.651015803	2.198494154	7.567499815	5.5987225	0.799087306	1.604071324	0.0	5.970393538	1.3950628	3.781359714	0.807354922	0.0	6.72492307	0.678071905	0.0	7.876148552	9.292183569	10.92224989	7.470862199	0.0	0.0	0.799087306	0.0	0.98550043	5.431957188	4.204766751	7.141698449	9.024142346	6.487357715	9.202148318	1.10433666	8.213979052	5.13093087	6.942749071	8.619156202	9.664340612	5.517905554	7.276496666	4.770300489	0.0	6.840211433	4.956056652	6.270715808	7.674757228	7.150965784	7.512542955	8.195298379	7.50191678	0.378511623	8.244363835	6.68187088	3.454175893
Dusp1	7	3.548436625	0.925999419	0.0	7.094024887	1.077242999	3.580145484	0.0	6.703626771	7.175324989	6.601547961	0.0	9.605646187	0.0	6.121637118	9.440121679	9.575652692	7.097926773	4.39848719	8.40888166	1.327687364	8.12742693	8.935754386	9.729212857	6.63691458	7.153906645	8.998562224	6.883742991	7.544655389	0.0	0.0	0.0	0.0	6.242030802	0.344828497	0.389566812	0.0	7.550054126	0.422233001	0.0	7.633867092	0.0	0.0	0.622930351	0.0	0.464668267	9.149366076	0.0	0.847996907	2.495695163	2.217230716	0.0	0.0	8.64201558	0.650764559	8.369640965	0.0	0.0	0.622930351	0.0	0.0	0.0	0.0	3.477677328	6.922078888	0.678071905	0.0	8.818486314	0.0	0.0	6.433794059	0.0	9.155172412	0.0	0.0	6.072963272	4.889473543	0.565597176	7.447000548	1.851998837	1.350497247	0.0	0.0	2.528571319	1.459431619	6.353499735	0.0	5.743622676	6.951051533	0.0	0.0	5.571373436	0.0	0.0	0.0	0.35614381	6.592008461
Jun	7	5.04701482	4.053111336	4.46727948	0.0	8.134939643	3.626439137	6.552438555	5.047887329	7.190120973	5.132576843	4.923624611	0.0	5.845490051	7.158155225	3.715893371	5.971313624	1.752748591	5.065227623	0.0	4.483493351	3.346247774	8.235487739	7.056041549	7.103812329	3.966245873	0.0	5.918863237	4.203201156	3.289834465	1.646162657	4.772941338	4.453517579	4.769242795	0.0	2.364572432	3.658782734	1.15704371	3.618238656	1.084064265	0.0	6.0437382	0.0	0.0	0.23878686	0.286881148	0.0	0.0	0.0	3.687060688	6.987207156	0.0	0.0	0.50589093	2.653060017	7.214804795	0.0	0.0	3.365972428	0.0	3.283921772	0.0	0.0	2.080657663	0.0	5.511910749	4.85847839	0.0	1.469885976	0.250961574	3.814550423	0.0	5.87282876	5.396433531	0.0	0.0	6.340384235	6.567575869	4.543495883	4.653633311	0.0	7.069637728	1.918386234	5.300489844	3.855989697	5.34553831	7.682081641	4.406672716	0.739848103	5.780310099	4.60940039	5.214124805	4.809928866	1.35614381	4.373648211	2.790772038	1.454175893
Btg2	7	10.95025698	10.16758122	6.290018847	6.561326136	9.238213641	3.730096466	8.138066966	8.545427875	6.808127587	10.4739898	0.0	0.555816155	0.263034406	6.643278996	9.031797678	8.027187234	0.23878686	0.389566812	0.214124805	0.782408565	6.209453366	10.40955005	9.454833907	7.84323015	6.427270935	10.74515328	7.194756854	0.0	9.927274264	7.319039816	1.028569152	0.250961574	4.025914699	6.084489525	6.142004916	8.466790238	8.087834075	9.537412559	0.659924558	9.283782903	0.286881148	10.96641893	9.421517868	10.04283582	9.460763038	0.275007047	9.998336561	8.779785005	0.0	9.205402288	7.61485705	10.92535415	9.81682367	8.731895994	9.535314263	9.962520104	10.38673552	9.673185385	6.937226674	9.20635507	8.221683781	1.773996325	9.953905415	11.22322946	0.782408565	9.934619699	0.333423734	8.519361053	7.791032617	9.27735715	9.698774109	10.66410946	9.183833847	6.905326829	6.354381632	0.0	9.660388167	7.136375978	9.215581534	0.948600847	1.195347598	4.912170803	0.422233001	0.432959407	5.826039959	10.52042225	0.22650853	0.604071324	7.661991815	3.260025656	0.0	0.35614381	5.096767855	7.9440385	2.963474124	0.0
Fosb	7	0.0	0.0	3.502075956	0.0	0.0	0.0	0.0	4.04701482	6.238404739	0.0	0.0	0.0	0.0	0.0	0.0	3.904965719	0.0	0.0	0.0	0.0	4.721919446	0.0	3.375734539	0.0	0.0	0.0	0.0	4.450221496	3.030336078	0.0	0.0	0.0	3.447579197	0.0	0.0	0.0	3.008988783	2.469885976	0.0	5.166715445	2.891419187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.963474124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.263034406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.782408565	0.0	0.0	1.811471031	0.176322773	4.381283373	0.0	0.0	0.0	1.220329955	0.0	0.0	0.0	1.292781749
Cpa3	7	8.977108164	0.0	0.0	0.0	0.831877241	0.0	0.0	12.76580614	11.06973841	1.678071905	0.0	0.0	0.941106311	1.150559677	0.0	1.09085343	0.0	0.0	0.0	4.414812061	0.0	12.39297743	10.9825587	0.0	0.0	10.8704649	0.0	7.21451341	0.5360529	0.0	0.0	0.0	0.0	0.0	0.526068812	9.40641762	0.0	0.0	0.0	7.011339088	4.016139703	0.0	0.0	1.443606651	0.613531653	0.584962501	0.887525271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.847996907	0.757023247	2.003602237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.137503524	0.0	0.0	0.0	0.604071324	2.014355293	0.659924558	0.0	0.0	0.0	0.739848103	0.0	0.0	0.0	0.687060688	0.432959407	0.0	0.0	0.367371066	0.464668267	0.0	0.0	0.0	0.0	0.713695815	0.713695815	0.0	0.0	0.0	0.0
Csrp3	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03562391	0.0	0.0	0.0	0.0	0.0	6.061992154	0.0	0.0	0.0	7.286511558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Itga2b	7	7.856114234	0.310340121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.955068644	0.0	0.275007047	0.23878686	2.244887059	3.896271849	0.0	0.0	3.826802684	0.0	0.0	0.0	0.0	6.286881148	0.0	0.0	0.0	0.0	0.0	0.22650853	0.0	0.0	0.0	5.63314055	0.0	0.0	0.650764559	0.516015147	0.0	0.0	6.477191599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.344828497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2r	7	4.77925972	5.232660757	8.278728213	9.595406686	5.325890061	1.269033146	6.509537504	8.253989266	8.626293108	3.874796966	2.017921908	6.382148453	3.776103988	6.603477988	8.025305698	4.121015401	8.036008724	6.370687407	0.201633861	9.134349306	10.93880036	0.0	0.411426246	0.321928095	0.0	4.069530325	0.422233001	7.733218743	8.879093079	3.224966365	0.40053793	7.193870285	7.49833066	0.201633861	0.0	6.927659461	0.918386234	8.414220116	0.0	0.275007047	8.500005292	0.333423734	0.0	0.22650853	0.50589093	0.0	0.0	0.286881148	0.454175893	0.0	0.0	0.411426246	0.0	0.40053793	0.0	0.40053793	0.0	0.378511623	0.0	0.321928095	0.0	1.09085343	0.0	0.0	0.422233001	0.0	0.310340121	0.310340121	0.0	0.0	0.0	0.0	0.298658316	0.0	0.367371066	0.0	0.344828497	2.339137385	0.0	0.0	0.0	0.189033824	0.0	0.0	0.163498732	0.0	0.201633861	0.0	0.201633861	0.321928095	0.0	0.0	0.0	0.411426246	0.545968369	0.0
Treml1	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.703211467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F2rl2	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.40599236	0.0	0.0	0.389566812	0.0	6.348374075	0.0	8.362206855	0.475084883	0.0	0.545968369	0.0	0.0	0.0	0.0	0.0	0.584962501	0.0	0.0	5.289834465	0.0	0.704871964	0.0	0.0	0.0	0.0	0.0	0.0	4.493134922	9.828834649	9.627807442	0.0	0.0	0.0	0.555816155	0.389566812	0.0	7.269313726	0.0	8.440121679	0.0	0.0	9.193205	0.0	0.0	0.495695163	0.731183242	6.833649128	0.0	0.0	7.224001674	8.806098458	0.0	0.0	8.652701592	1.739848103	8.504699834	8.616695863	9.553629294	10.23388327	6.869748051	9.230452819	0.475084883	0.0	0.0	0.275007047	6.077670274	1.13093087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23878686	0.0	0.275007047	0.0	4.202417722	0.0
Sdpr	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pf4	7	3.160274831	0.0	0.0	1.782408565	0.0	0.0	0.0	2.516015147	0.0	6.789077127	6.728056551	0.0	0.0	0.0	0.0	0.0	0.0	14.64750621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97819563	0.0	0.0	0.0	0.0	0.0	7.227664073	0.0	0.0	0.0	0.0	1.843983844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.845991771	0.0	0.0	0.0	0.0	1.855989697	0.0	0.0	0.0	5.759155834	0.0	0.0	0.0	0.0	0.0	2.217230716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rab27b	7	0.0	0.0	0.0	0.0	0.0	0.097610797	0.0	0.0	1.584962501	0.0	0.0	0.0	0.0	0.0	4.521678952	0.0	0.070389328	3.193771743	0.0	0.0	5.576522138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.207892852	0.0	0.275007047	0.0	0.0	0.0	0.124328135	0.0	0.0	0.0	0.0	0.0	0.111031312	0.0	0.0	0.310340121	0.0	0.0	0.0	0.0	0.201633861	2.232660757	0.0	0.0	0.0	0.0	0.321928095	0.0	0.0	0.176322773	0.0	0.0	0.0	0.201633861	0.22650853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.323370069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097610797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apbb1	7	0.0	0.0	0.887525271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.742562075	0.0	0.0	0.0	7.561020578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tinagl1	7	0.0	0.0	0.0	0.0	0.0	4.148934105	0.0	0.0	0.0	0.0	10.11362497	0.0	0.411426246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.678071905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.626731151	0.0	4.670160514	5.823239844	2.655351829	7.028790136	0.0
Gimap6	7	0.0	11.07171709	10.0970445	9.946789334	10.38113193	9.092492887	8.560409266	8.811952619	6.656496371	3.023255352	9.624758908	9.350055177	9.089927107	2.414135533	10.22774829	9.840510442	9.354006892	2.533563348	0.0	7.898692073	7.167217409	3.938285792	0.799087306	0.0	0.0	0.0	6.861583232	0.0	4.251719093	6.616622355	5.544732656	9.219386361	8.853184776	8.06210012	2.039138394	0.5360529	9.402884157	0.0	7.330199833	8.714451602	6.868760834	0.0	0.0	0.0	0.555816155	0.0	0.0	0.0	0.86393845	0.0	0.584962501	0.0	0.0	0.773996325	0.0	1.275007047	0.0	0.0	0.0	0.0	0.773996325	2.572889668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485426827	0.0	0.0	0.0	0.0	0.0	0.704871964	0.0	0.0	2.9800253	0.0	0.0	6.826929766	1.918386234	0.0	5.04745114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctla2b	7	8.651195236	9.092836408	0.0	1.922197848	7.849936728	7.371036052	5.865423978	0.0	11.21037303	5.527007761	11.07085217	8.969069885	4.846493316	0.855989697	0.0	10.02988075	2.558267634	0.0	0.0	10.1413536	9.485527458	9.162567563	0.0	8.066035358	0.0	0.0	0.0	6.642990313	0.0	0.0	7.489125429	8.2136875	8.056746083	8.898117637	7.105175192	0.0	0.799087306	8.597642903	0.933572638	7.697593138	7.860962798	0.910732662	0.0	0.90303827	1.269033146	0.0	0.0	0.807354922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.344473459	0.0	10.52286592	0.0	0.0	8.717607885	0.0	1.09085343	0.0	0.0	1.15704371	8.779226884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.476705707	0.0	0.0	7.296916207	0.0	0.0	0.0	0.59454855	0.50589093	0.0	0.516015147	0.0	0.0	0.0	0.0
Gcnt2	7	0.0	0.0	0.0	3.676944359	7.697940583	4.991408467	5.927185358	0.0	7.564835417	0.0	6.220136447	6.628773595	0.0	1.918386234	0.0	4.106850796	4.925999419	0.0	0.0	0.0	0.298658316	3.521050737	0.0	1.565597176	0.0	3.358958826	4.346956889	0.0	2.776103988	2.495695163	0.0	0.0	0.0	4.030336078	0.0	0.0	2.811471031	0.0	0.0	5.975905274	5.792855352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.411426246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298658316	7.669026766	0.0	0.0	0.201633861	3.12763328	0.0	0.0	0.0	0.333423734	6.888499736	4.161887682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Calcrl	7	7.175324989	5.076815597	0.0	0.250961574	7.602439064	6.90050458	3.704871964	3.703765179	0.298658316	0.0	0.0	9.10349764	6.496174702	5.846242565	5.804260116	8.38409299	6.981281854	0.0	5.106850796	0.0	0.0	6.207892852	0.0	4.743622676	2.731183242	7.959538341	6.040234917	5.027242536	6.759289016	6.578787796	4.844486088	5.801158656	5.744699314	6.330379128	6.628190335	8.304602303	7.365185097	4.748461233	0.0	7.780835002	6.408372204	0.0	0.0	0.0	0.0	0.0	0.0	6.288543133	4.937815169	0.895302621	5.515384461	0.298658316	0.35614381	0.0	0.321928095	0.286881148	6.203984166	0.0	0.0	5.599615349	0.0	0.0	0.250961574	0.0	0.0	0.0	0.214124805	0.22650853	5.187846909	5.891905188	7.706254254	0.0	0.0	0.731183242	0.0	7.148629106	8.236014192	4.584962501	0.0	8.043191372	6.839203788	6.181301365	0.0	6.363871925	6.821582673	0.0	0.150559677	0.0	0.0	3.008988783	0.0	3.283921772	0.0	0.150559677	5.348728154	0.0
Gimap1	7	6.816471712	0.0	6.876025733	2.503348735	5.079378111	6.583759754	0.0	4.469885976	2.111031312	0.0	9.203127727	8.541948425	7.408796763	8.519636253	8.951080683	0.0	2.622930351	0.0	0.0	7.994013939	8.326878855	2.582556003	0.0	0.0	0.454175893	0.925999419	6.651338766	4.316145742	7.739713114	6.441118245	6.34553831	0.0	5.213736096	3.718087584	0.0	0.0	6.399512924	6.992201935	0.0	5.178316272	8.121740712	0.0	0.0	0.0	0.0	0.0	0.86393845	3.224966365	1.480265122	3.751677946	0.0	0.0	0.0	0.0	3.531069493	0.0	2.996388746	0.0	3.294253136	0.0	4.193771743	0.0	0.748461233	0.0	0.0	0.0	0.0	0.0	3.749534268	0.0	0.0	2.432959407	0.0	2.788685711	0.0	0.0	0.713695815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.704871964	0.0	0.0	3.381283373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B2m	7	13.29450301	12.31856258	12.6512827	13.082347	12.68972504	11.78141299	11.80175281	12.98969429	12.6109141	12.51886212	11.2712354	12.87334798	13.24773619	12.77070105	12.12472554	13.12235241	12.26206841	11.92789275	10.70313358	12.83245888	13.51394221	12.39004263	12.75485828	11.92472716	12.54507789	12.3823106	12.03720717	11.34876134	12.50806462	11.88855301	11.94034664	12.18482267	12.66766598	11.63736753	11.66575783	12.98686953	13.34749542	13.26836801	12.6478811	12.52911816	12.841584	12.36388287	10.97702943	11.52199786	10.9977158	10.69594163	12.43883343	12.18848376	11.98718583	11.11192463	10.35372026	11.63052196	11.63710936	11.23408692	11.1384766	12.84918418	12.2044825	12.7920948	12.50948307	10.71529281	13.31288296	9.312293054	12.71981019	12.68624007	11.95098959	11.05627192	9.646684704	12.32157583	11.99090524	12.13624459	11.64197947	11.43688849	11.15656979	10.76195839	10.4855979	11.27447134	12.9835726	12.11844149	12.57342707	11.53394776	12.40980194	11.90906052	12.46877675	12.17117054	11.95298871	12.03177701	11.65659469	11.69616339	11.50298094	11.0953113	10.86048178	11.4269723	11.64553235	12.51117941	11.4842741	14.5214661
Zfp608	7	0.0	0.0	0.0	4.564378169	5.69849632	1.150559677	3.269033146	4.760753208	0.0	1.641546029	7.971601031	2.82374936	1.169925001	5.28872768	0.0	4.439623138	4.809414444	0.0	0.111031312	3.560714954	2.23572706	0.956056652	3.211012193	4.313971371	0.0	2.5360529	3.327687364	2.94673086	0.555816155	1.459431619	1.782408565	0.124328135	1.49057013	4.713145902	0.0	0.0	4.558879853	3.711494907	0.731183242	0.0	4.526694846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189033824	2.967168608	0.0	5.085764554	3.109360559	2.3950628	0.650764559	0.0	0.516015147	0.0	0.0	0.0	0.0	1.59454855	0.097610797	0.0	0.0	0.0	0.485426827	2.650764559
Pde4b	7	0.298658316	8.351955117	1.580145484	0.0	0.0	0.0	4.240314329	6.678916987	0.0	0.0	2.097610797	3.725741157	3.675815931	5.045705065	7.495695163	6.937462101	1.761285273	0.0	0.0	0.0	7.344207124	3.895302621	0.0	5.380590934	0.0	0.0	0.0	0.0	0.0	1.427606173	0.0	4.195347598	5.927896454	3.428946345	0.0	0.0	7.214416269	5.509062386	0.0	0.0	3.758089934	0.0	0.0	5.578938713	1.778208576	0.0	0.0	5.888499736	0.0	0.0	0.0	0.0	0.0	0.0	8.455039475	5.411426246	0.0	0.0	0.0	1.739848103	3.890446693	1.646162657	7.833585883	0.0	0.0	0.0	3.357552005	3.64038956	0.757023247	0.0	0.0	0.35614381	7.879276912	0.0	0.0	0.0	0.0	0.0	0.35614381	0.0	0.0	4.670727054	3.734438666	0.0	0.0	0.0	0.0	0.0	3.691534165	0.250961574	0.0	0.0	0.0	1.263034406	0.0	8.525285887
Ikzf2	7	7.915401388	4.993674362	5.163901214	1.86393845	7.49441561	4.309612772	2.707082992	4.193771743	8.896514054	0.137503524	2.498250868	0.0	0.516015147	7.475165967	5.262658655	6.17990909	0.0	5.202809492	0.0	4.64038956	7.067488141	8.147611977	0.150559677	0.056583528	4.027684877	8.164906927	0.084064265	6.483815777	0.084064265	5.516330387	0.070389328	4.783980414	5.270902649	1.599317794	0.0	5.121844298	0.137503524	7.069208067	6.404971224	5.629065137	4.929317595	0.0	0.137503524	3.910732662	0.097610797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.189033824	0.150559677	0.0	0.0	5.884842094	4.907852072	0.0	0.111031312	0.0	0.0	0.124328135	0.0	0.286881148	2.778208576	4.970393538	0.310340121	0.0	0.0	0.097610797	0.137503524	3.129283017	0.0	0.0	0.0	0.124328135	0.070389328	0.084064265	6.229011037	4.770829046	5.21916852	0.0	0.286881148	1.195347598	0.070389328	0.0	0.0	0.070389328	0.056583528	0.056583528	0.056583528	0.0	0.150559677	0.137503524	0.0
