UID	row_clusters-flat	Lsk.81	Lsk.65	Lsk.16	Lsk.17	Lsk.26	Lsk.69	Lsk.50	Lsk.78	Cmp.32	Lsk.75	Lsk.88	Lsk.R2.20	Lsk.89	Lsk.86	Lsk.R2.23	Lsk.34	Lsk.67	Lsk.R2.21	Cell27-B7	Lsk.R2.22	Lsk.R2.5	Lsk.77	Lsk.92	Lsk.63	Lsk.43	Lsk.82	Lsk.76	Lsk.29	Cell12-F3	Lsk.45	Lsk.11	Cell4-H1	Cell75-E7	Cell45-B12	Lsk.R2.15	Lsk.49	Lsk.8	Lsk.4	Lsk.37	Lsk.28	Lsk.55	Lsk.60	Lsk.13	Cmp.96	Cell54-A2	Cell96-A12	Cell19-E5	Lsk.23	Lsk.24	Lsk.22	Lsk.83	Lsk.66	Lsk.5	Lsk.91	Lsk.61	Cmp.6	Cmp.33	Lsk.R2.19	Lsk.90	Lsk.6	Lsk.71	Lsk.93	Lsk.38	Lsk.51	Lsk.73	Cmp.28	Cmp.93	Cmp.10	Lsk.R2.12	Lsk.33	Lsk.R2.6	Lsk.R2.8	Lsk.74	Lsk.96	Lsk.R2.24	Lsk.19	Cmp.36	Lsk.72	GG1.85	LK.CD34+.16	Lsk.3	Lsk.2	Lsk.42	Lsk.R2.11	Lsk.32	Lsk.70	Lsk.39	Lsk.R2.1	Lsk.58	Lsk.27	Lsk.62	Lsk.12	Lsk.85	Lsk.31	Lsk.80	Lsk.44	Lsk.R2.4	Cmp.87	Lsk.95	Cmp.3	Lsk.R2.16	Cmp.8	Lsk.20	Lsk.15	Lsk.R2.10	Lsk.53	Lsk.30	Lsk.R2.17	Lsk.9	Cmp.66	Cmp.57	Cmp.11	Cmp.49	Cmp.63	Cell69-D5	Cell31-G7	Cmp.30	Cmp.94	Cmp.26	Cmp.9	Cmp.4	Cell52-G1	Cmp.70	Cmp.44	Cmp.60	Lsk.48	Lsk.7	Lsk.41	Cell33-B8	Lsk.84	Lsk.R2.2	Cmp.61	Cell83-B9	Lsk.40	Cmp.29	Lsk.14	Lsk.R2.9	GG1.96	Lsk.47	Lsk.57	Lsk.18	Lsk.35	Lsk.64	Lsk.87	Lsk.94	Lsk.R2.13	Cell40-G10	Lsk.10	Lsk.46	Cell36-H8	Lsk.54	Cell7-F2	Lsk.52	Lsk.79	Lsk.36	Cell94-C11	Lsk.59	Lsk.1	Lsk.R2.18	Cmp.77	Cmp.27	GG1.73	Lsk.R2.3	Cmp.95	Cmp.92	Cmp.21	Cmp.20	Cmp.39	Cmp.34	Gmp.R2.54	Gmp.R2.56	LK.CD34+.65	LK.CD34+.66	Cmp.19	Cmp.5	Cmp.58	Cmp.65	Cmp.86	Cmp.24	Cell35-E8	Cmp.75	Cmp.81	Cmp.82	Cmp.15	Cmp.80	LK.CD34+.31	Cmp.25	Cmp.90	Cmp.22	Cell16-F4	Cmp.46	LK.CD34+.60	Lsk.R2.7	Cmp.55	Cmp.18	Cmp.59	Cmp.31	Cmp.14	Gmp.R2.55	Gmp.R2.11	Gmp.R2.6	GG1.87	GG1.70	Gmp.R3.27	Cmp.85	GG1.89	Gmp.R2.41	GG1.R2.41	Cmp.38	LSK.r3.80	Cmp.69	GG1.R2.39	GG1.R2.45	Gmp.R3.59	Cmp.50	Cmp.54	Gmp.R2.27	GG1.69	GG1.72	GG1.77	GG1.R2.47	Cell39-C10	Cell18-A5	Gmp.R2.21	LK.CD34+.46	IG2.28	IG2.27	Gmp.R3.10	Gmp.R3.52	GG1.74	Gmp.R3.44	Gmp.R3.13	Cmp.52	Cmp.23	Cmp.37	Cmp.13	Gmp.R2.13	Gmp.R2.42	GG1.84	GG1.95	Gmp.R3.35	Cell23-B6	GG1.93	Cell53-H1	Gmp.R3.48	Lsk.21	LK.CD34+.54	Gmp.R3.58	Gmp.R3.60	Gmp.R2.8	Gmp.R3.18	Gmp.R3.66	Cmp.56	Cell32-H7	GG1.R2.38	Gmp.R3.6	GG1.R2.46	GG1.80	GG1.86	Gmp.R2.61	Gmp.R2.48	IG2.1	IG2.5	Cell2-D1	Cell64-E4	IG2.24	IG2.13	IG2.17	Cell82-F8	Cell6-E2	Cell37-D9	IG2.20	IG2.16	IG2.21	Cell55-D2	Cell22-A6	GG1.76	LK.CD34+.63	IG2.22	Cell44-A12	Cell20-F5	Cell3-F1	Cell15-D4	Cell46-D12	Cell14-B4	Cell10-B3	Cell88-B10	IG2.4	Cell1-A1	Cell26-A7	Cmp.40	Cell74-D7	Cmp.62	Cell93-B11	Cell47-F12	Cell29-E7	Cell56-E2	Cell51-E1	Cell61-H3	Cell65-F4	Cell25-E6	Cell48-H12	Cell66-A5	Cell77-G7	Cell91-E10	Cell17-G4	Cell60-G3	Cell71-E6	Cell59-E3	Cell38-E9	Cell28-D7	Cell81-E8	Cell68-C5	Cell70-E5	Cell8-G2	Cell76-F7	Gmp.R3.51	Cell42-F11	Cell11-E3	Cell62-A4	Cell21-H5	Cell80-C8	Cell5-B2	Cell43-G11	Cell9-H2	Cell57-H2	Cell85-G9	Cmp.12	Cmp.74	Cmp.64	Cmp.84	Gmp.R2.26	Gmp.R2.3	Cmp.45	Gmp.R2.32	Cmp.17	Cmp.2	LK.CD34+.20	Cmp.35	Cell89-C10	Cmp.68	Cmp.16	Cmp.53	Cmp.89	Cmp.83	Cell87-A10	LK.CD34+.58	Cell34-C8	Cmp.76	Cell24-D6	Cmp.73	Cmp.88	Cmp.78	Cmp.43	Cell41-E11	Cmp.47	Cmp.91	LK.CD34+.55	Cmp.67	LK.CD34+.22	Gmp.R2.35	LK.CD34+.4	Gmp.R2.1	Gmp.R2.9	Gmp.R2.68	Gmp.R3.1	Gmp.R2.17	Gmp.R2.60	Gmp.R2.23	Gmp.R3.31	Gmp.R3.23	Gmp.R3.41	Cell63-D4	Cmp.79	Gmp.R2.57	Gmp.R2.67	Cmp.72	LK.CD34+.57	GG1.92	LK.CD34+.25	IG2.14	IG2.7	IG2.23	LK.CD34+.38	Gmp.R3.47	GG1.88	LK.CD34+.21	LK.CD34+.29	Gmp.R3.19	Gmp.R2.44	Gmp.R3.16	IG2.30	GG1.81	Gmp.R2.22	LK.CD34+.49	Gmp.R2.18	Gmp.R2.39	LK.CD34+.51	Gmp.R2.12	Gmp.R2.4	Cmp.71	Gmp.R2.24	LK.CD34+.48	Gmp.R2.10	Gmp.R3.11	Cmp.42	GG1.71	Cmp.48	Cell67-B5	Gmp.R3.20	LK.CD34+.39	LK.CD34+.37	Gmp.R3.8	LK.CD34+.7	Gmp.R2.5	LK.CD34+.47	Gmp.R2.38	IG2.18	IG2.3	GG1.R2.48	Gmp.R2.45	LK.CD34+.5	Gmp.R3.32	Gmp.R3.29	GG1.75	Gmp.R3.37	Gmp.R3.43	LK.CD34+.30	Gmp.R3.2	Gmp.R3.42	Gmp.R2.28	LK.CD34+.42	Gmp.R2.2	Cmp.7	GG1.82	Gmp.R2.51	LK.CD34+.15	Cell78-H7	GG1.R2.43	LK.CD34+.14	GG1.R2.40	Cell58-D3	IG2.8	Gmp.R3.15	IG2.6	IG2.31	Gmp.R3.40	GG1.R2.44	IG2.2	IG2.26	IG2.32	IG2.35	Gmp.R3.38	Gmp.R3.7	Cmp.51	Gmp.R2.43	IG2.9	Gmp.R3.21	IG2.36	LK.CD34+.19	Gmp.R2.7	GG1.91	IG2.10	IG2.34	GG1.90	IG2.19	GG1.94	GG1.79	Gmp.R3.39	Gmp.R3.68	IG2.15	Cell30-F7	IG2.25	LK.CD34+.2	LK.CD34+.36	Gmp.R2.34	Gmp.R2.58	Gmp.R2.30	Gmp.R3.53	Gmp.R2.15	Gmp.R3.33	Gmp.R3.67	GG1.R2.42	Gmp.R2.49	Gmp.R2.50	Gmp.R2.46	Gmp.R2.20	Gmp.R2.29	LK.CD34+.27	Gmp.R3.4	Gmp.R3.61	Gmp.R3.26	Gmp.R3.63	Gmp.R2.19	Gmp.R3.54	LK.CD34+.13	Gmp.R2.33	Gmp.R3.50	Gmp.R3.9	Gmp.R3.14	Gmp.R3.56	Gmp.R3.49	Gmp.R2.47	Gmp.R2.66	Gmp.R2.40	LK.CD34+.53	Gmp.R2.64	Gmp.R2.37	LK.CD34+.50	LK.CD34+.35	Gmp.R3.5	LK.CD34+.28	LK.CD34+.12	Gmp.R3.28	Gmp.R3.57	Cell13-H3	Gmp.R3.62	LK.CD34+.1	LK.CD34+.23	Gmp.R3.65	Gmp.R3.64	Gmp.R2.16	Gmp.R3.30	Gmp.R3.46	Gmp.R3.24	LK.CD34+.43	Gmp.R2.59	IG2.11	Gmp.R2.63	Gmp.R3.3	Gmp.R3.36	Gmp.R3.12	Gmp.R2.52	LK.CD34+.9	Gmp.R3.22	LK.CD34+.24	Gmp.R3.17	Gmp.R3.55	Gmp.R2.36	Gmp.R3.34	LK.CD34+.18	Gmp.R2.65	Gmp.R2.14	Gmp.R3.45	Cell86-H9	Gmp.R3.25	LK.CD34+.44	Cell79-B8	LK.CD34+.41	LK.CD34+.61	LK.CD34+.33	LK.CD34+.6	LK.CD34+.45	Cell92-A11	LK.CD34+.64	LK.CD34+.56	LK.CD34+.26	Cell50-B1	Cell72-G6	LK.CD34+.17	Cell95-G11	Cell49-A1	Cell84-F9	LK.CD34+.52	Cell90-D10	LK.CD34+.32	LK.CD34+.62	LK.CD34+.34	LK.CD34+.40	LK.CD34+.10	LK.CD34+.59	Cell73-B7
column_clusters-flat		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
Egr1	7	9.039494855	10.60468295	10.67919857	10.19260105	12.26842211	5.142413438	8.803194741	9.934280594	13.05312152	10.05530955	8.320890785	0.0	11.56201818	8.864217103	0.0	10.19345144	10.37106873	9.631340782	0.0	9.04851412	9.822395562	10.51296756	7.493455201	9.554914956	7.70860111	0.910732662	1.786596362	9.696793697	0.0	12.14812381	1.627606838	7.885208276	0.0	0.0	0.0	11.5909098	10.59108283	11.81965621	1.3950628	6.286696365	1.709290636	1.50589093	1.475084883	10.07386039	0.0	0.0	8.69901713	1.49057013	1.182692298	9.553264495	10.2392405	1.438292852	11.03366389	0.59454855	9.587758768	9.944521739	11.7874945	8.137503524	8.147154035	2.032100843	1.333423734	7.489366313	6.59812696	1.14404637	9.661671228	2.283921772	1.378511623	1.321928095	9.837675234	9.976449562	9.780802201	0.411426246	12.32172238	0.584962501	9.760137763	1.3950628	1.584962501	1.618238656	0.0	6.258518925	10.1465814	1.378511623	2.339137385	8.456107955	11.2273512	1.280956314	1.963474124	4.382667253	1.887525271	10.3791509	10.71789058	11.86405843	9.560256398	12.85797711	1.163498732	8.794090898	0.389566812	11.58220786	10.29706529	9.525344621	2.028569152	8.519754179	10.76071163	11.86207939	11.69718913	7.891419187	12.59797338	10.99717242	10.47671583	9.550419737	10.19844504	9.035431464	11.21056177	11.05414302	9.806614063	7.328674927	11.33991123	11.93047863	13.11498348	10.34745528	7.503825738	0.0	12.25029546	10.07088571	11.12372697	5.103917211	10.55403239	1.422233001	8.045978028	9.796931889	8.890933022	8.965524576	0.0	9.853933289	11.21735796	8.467197952	6.514595715	10.44548049	11.11587598	11.09666904	8.407140275	1.570462931	1.13093087	1.613531653	1.82374936	9.742898858	8.689473895	11.69134659	1.111031312	7.71829312	10.64255718	0.565597176	2.204766751	0.933572638	1.367371066	0.23878686	11.21432519	7.843418611	7.271836493	10.61333826	10.38997544	9.922331667	9.804292387	11.05837738	10.85486059	11.55989327	8.295723025	2.060047384	1.063502942	10.21524176	10.08664048	0.5360529	0.0	1.925999419	2.580145484	3.068670811	9.698461593	4.478324711	2.13422094	0.0	1.169925001	10.3711232	10.4471039	11.09572008	9.923906824	3.880685525	2.700439718	7.643062489	4.911691582	0.214124805	1.839959587	0.0	4.634012356	8.673344414	9.874996712	10.10398276	10.71992781	1.794935663	10.98827284	0.0	11.03609804	11.67490285	8.093972087	9.511218956	11.17060111	8.799152081	12.22499349	9.772331071	10.22500253	9.300398323	9.926963068	10.54483889	0.0	0.0	1.769771739	10.97054453	9.908662819	9.684275241	8.641329262	3.09423607	7.70085582	8.982822494	7.095818956	9.907176101	6.203984166	7.6807463	10.10679846	8.388490928	6.420718183	7.725127635	0.432959407	0.0	12.1231773	10.99306575	10.2582009	7.582104337	11.1964423	8.859099893	8.396390716	3.537296067	1.63691458	9.021174322	5.722466024	6.161887682	6.900866808	1.316145742	0.0	0.0	0.310340121	0.344828497	2.214124805	0.0	9.71221745	6.06091205	9.071140536	8.040070491	7.515226746	0.731183242	8.698600497	7.701826258	8.821614559	0.0	8.656853854	7.127530108	5.582556003	0.0	8.92181119	8.620256488	0.0	0.0	3.789729251	8.968148367	9.002224318	9.20725841	0.214124805	0.0	7.122362117	3.498250868	9.360781256	0.0	0.250961574	0.0	0.250961574	0.0	8.705355916	0.0	0.0	8.60151082	9.728243664	0.0	1.485426827	0.887525271	2.03562391	0.713695815	0.23878686	0.0	7.855117639	0.0	0.0	0.485426827	0.0	0.0	7.582857035	0.526068812	0.0	3.241840184	0.422233001	0.367371066	0.0	0.0	0.847996907	0.432959407	0.0	0.0	0.0	0.0	0.0	0.263034406	6.393175914	0.0	7.669097651	0.0	0.286881148	7.109778429	6.967283908	0.0	6.935341876	0.584962501	5.247547807	3.586164246	10.49491557	0.0	0.0	7.189330401	9.406353839	1.655351829	0.879705766	0.0	0.0	0.695993813	6.963242904	6.141187525	1.989139007	6.990841437	7.881419908	0.0	0.0	8.529430554	6.730232357	0.0	6.324270572	1.275007047	2.09423607	0.485426827	0.0	0.713695815	6.575463612	0.0	8.778602845	8.318362038	9.234913209	6.704180323	7.360452072	6.360715425	8.209453366	6.529352463	9.210963506	0.0	5.836681593	0.422233001	0.0	0.0	7.503825738	0.731183242	0.613531653	7.068885737	0.807354922	6.919697613	0.0	7.229780167	5.824258697	8.600173099	8.992230265	0.575312331	8.122724479	0.0	5.277240898	1.959770155	7.825531251	0.0	0.0	5.837943242	0.0	0.367371066	7.818582177	7.669593751	2.214124805	4.535430915	1.176322773	0.0	6.290203205	0.678071905	0.0	0.0	0.565597176	1.150559677	0.0	2.111031312	4.946262984	0.378511623	1.883620816	0.0	0.0	4.916954279	0.0	0.0	0.90303827	0.0	0.0	0.713695815	6.506367093	0.0	0.0	0.0	0.0	0.344828497	0.0	2.40053793	0.0	0.0	0.0	0.0	6.63531908	1.959770155	0.0	0.0	0.0	0.0	0.545968369	0.0	0.286881148	0.432959407	0.333423734	0.0	0.432959407	0.0	0.0	0.35614381	0.0	0.895302621	0.839959587	0.0	0.0	0.344828497	1.176322773	6.02103548	6.188440489	0.0	3.811471031	0.0	8.170726276	8.513885475	0.0	8.550708313	8.763046339	8.839235288	0.275007047	7.137810883	5.782146424	1.90303827	7.352440747	6.371036052	8.023366256	4.806839582	7.981624361	0.286881148	5.831117195	6.873936206	0.0	6.554588852	0.0	0.250961574	0.22650853	0.782408565	0.0	0.0	0.0	10.11600599	0.0	0.0	0.0	0.0	0.0	7.328854412	0.0	0.0	0.0	0.0	8.582104337	0.0	0.495695163	0.0	0.321928095	0.0	0.263034406	0.0	8.377861223	3.761285273	7.922019404	3.960697039	0.0	0.0	5.361768359	0.0	0.214124805	6.656353352	0.0	2.163498732	0.0	0.250961574	0.189033824	0.526068812	0.0	0.321928095	0.0	0.0	0.333423734	1.070389328	0.0	0.575312331	0.0	0.545968369	0.0	0.0	0.0	0.0	0.0	0.201633861	0.0	0.604071324	0.0	0.687060688	0.545968369	0.0	0.0	0.367371066	6.389738879	0.0	0.0	7.344118335	8.995032192	6.7473874	0.0	6.002027365	6.096557042	3.582556003	0.0	6.047232996	4.534186139	7.283921772	7.210330414	7.644505257	9.243340622	0.0	8.545852566	0.0	0.0	0.22650853	0.0	0.0	0.0	8.127788023
Fos	7	9.015415052	10.31381269	11.39121136	11.10410073	12.47775827	10.5192136	11.77486117	12.10534219	13.37523768	10.53047462	8.667927596	2.792855352	11.07703599	9.77562674	9.305468992	0.0	10.11596699	9.828295188	10.27636871	9.770531757	11.59946193	9.52426745	8.452858965	9.130132926	9.596227035	1.673556424	9.208990264	10.54810905	7.158458216	10.07130146	1.35614381	7.916655776	0.5360529	8.967255084	1.510961919	10.09393248	11.72257275	12.66170017	1.3950628	1.956056652	1.427606173	1.910732662	0.739848103	7.015916772	2.427606173	0.0	9.167518504	2.682573297	0.963474124	10.72980765	6.03540397	2.613531653	6.99004722	2.477677328	0.659924558	9.493715375	9.827676145	10.81096519	10.43792889	2.731183242	6.507318948	1.042644337	8.506605116	9.932554343	10.04174128	9.490830825	11.2711887	10.58442703	10.24091056	9.662792971	10.31513824	10.52396374	10.10172623	8.182692298	9.230092509	2.693765712	1.580145484	5.787641414	1.967168608	10.89160146	10.96883956	8.115979992	8.87958325	9.841407097	9.170150405	1.650764559	9.344917243	8.656996822	1.883620816	12.19077842	0.879705766	10.64062454	7.142413438	11.27582187	0.948600847	5.150559677	9.192144838	12.11266104	9.022672966	11.26191273	0.82374936	10.25882511	10.10828922	11.44828153	11.07355918	7.362206855	0.0	10.87561114	3.367371066	12.24629822	11.46766668	11.28902175	11.70282201	11.19958033	10.73472655	0.970853654	11.49566019	10.88126694	14.0386164	11.80260118	11.92246919	7.022700704	12.23420071	11.7312087	11.02932174	12.27342264	6.197708158	5.736334277	9.297672907	9.364988198	1.169925001	7.792530033	7.142617655	12.25260926	10.62254606	10.04112523	10.30546899	11.84115939	10.83815604	12.55195093	4.795974694	9.379703262	1.049630768	8.192046179	1.333423734	10.96978941	9.28861234	10.50327916	1.111031312	8.907010815	9.598201416	10.17230249	9.890841848	4.112700133	1.367371066	3.451540833	10.04343747	9.83154477	12.19565518	9.855117639	11.43311594	13.1093426	10.5536005	10.40161554	10.61339352	10.46078351	12.27821712	1.03562391	2.419538892	8.848779406	8.793668331	1.232660757	0.545968369	2.550900665	2.063502942	3.582556003	4.95930649	3.161887682	1.659924558	6.945560886	2.09085343	11.25694577	10.83465276	11.18502407	7.702588288	7.357552005	2.353323291	2.987320866	2.10433666	0.0	5.623515741	0.0	6.825022364	7.068455852	8.21465911	9.557329669	11.19154044	7.171527106	12.55813128	1.432959407	12.78435675	12.85864156	11.0447288	11.01059104	11.80093225	11.53297924	12.03514962	10.89350632	10.61926627	8.971486075	10.11469237	10.6179082	10.67483666	0.831877241	2.615887074	11.51207377	11.04427799	11.07767027	11.19120113	11.68136141	11.86928538	9.533407608	11.12701414	10.96105894	9.931195498	9.553456506	8.802063937	9.220112257	8.680254021	8.861552216	0.0	0.632268215	9.757006573	10.96377032	10.49688373	11.02395529	11.74913616	10.89677135	9.363959507	2.310340121	6.535119822	9.785599591	8.479820675	5.302319051	11.28037061	7.795390331	0.0	1.735522177	0.782408565	0.495695163	3.139142019	0.713695815	10.2432454	7.840966704	9.887418649	8.251150991	9.33230514	0.731183242	0.807354922	10.61165192	9.877621567	8.925702781	10.34166336	7.829659319	9.818502292	7.543186525	8.781949786	9.250630034	8.782113653	3.738767837	6.005624549	9.474253504	10.69112409	8.456559766	4.442943496	6.090430042	10.46200118	7.643423316	9.916446787	0.367371066	5.040015679	0.321928095	4.792855352	0.0	8.673485757	7.67030217	0.378511623	10.58093688	9.766197597	9.229179319	9.253752956	0.516015147	2.032100843	0.0	0.35614381	8.014522675	5.826548487	1.691534165	0.454175893	7.818646083	9.337844867	0.454175893	4.382667253	0.0	4.590362488	8.671541067	0.0	0.0	0.575312331	0.0	7.468175995	0.613531653	2.229587923	0.0	1.521050737	0.0	4.233427944	7.763477971	9.034688934	0.485426827	0.0	8.244791942	8.322514071	9.839770675	8.679268958	0.613531653	6.725604841	8.435086815	11.11503064	3.198494154	11.55887029	10.7780607	8.033588186	11.30688195	11.79234294	1.545968369	1.811471031	0.650764559	10.67668878	0.956056652	7.528493181	1.389566812	1.077242999	7.410748128	7.062855655	1.859969548	9.145066014	8.551016063	9.05801879	7.999774561	7.90285744	9.980339541	7.997123014	2.671293372	2.3950628	7.140574178	9.35915655	0.0	10.35999109	7.722124437	10.75386022	5.585263031	1.739848103	9.576673293	10.66142183	10.18651046	10.85275577	9.815463354	8.933808662	10.03087401	0.526068812	5.28872768	6.56270035	5.705977902	8.863380983	8.749768888	8.030887799	8.07307042	9.318226444	9.463401759	11.35744204	7.76877981	10.10682463	10.0568409	6.176921112	9.872136174	11.09060867	9.163750296	8.078044036	1.056583528	9.820322586	6.075104722	2.451540833	10.22570151	10.42480664	9.075586111	10.70711751	10.70296915	10.86674574	1.232660757	10.25261813	0.0	8.139807127	0.0	0.0	4.535430915	0.378511623	1.887525271	2.163498732	0.0	8.721816939	4.590961241	3.543495883	8.033533127	7.086720086	1.608809243	0.0	0.526068812	0.0	1.944858446	8.268425036	0.0	1.22650853	0.59454855	9.972951075	9.217061034	0.0	8.984389975	9.413839452	0.799087306	4.171527106	0.0	11.72521286	6.724240977	4.324090516	0.5360529	0.40053793	8.532628658	5.659924558	0.40053793	1.422233001	7.480992104	0.0	0.464668267	0.333423734	0.855989697	0.464668267	1.970853654	0.0	5.078951341	0.839959587	0.389566812	0.782408565	0.0	1.531069493	5.206721357	8.356804072	7.812690743	9.734337045	7.794350879	7.903098542	8.520618681	7.442362985	9.355307044	11.17316492	7.434294618	9.059452625	9.323122332	0.50589093	7.400879436	9.572851782	7.468909092	10.46832875	3.451540833	1.761285273	9.873474873	8.957595434	7.91235047	0.0	10.65318544	1.250961574	2.140778656	8.355351096	8.363915717	5.559185866	0.0	7.545968369	13.60739505	0.367371066	1.895302621	0.0	0.0	0.0	0.0	0.389566812	0.0	0.454175893	8.502354472	5.975446766	0.0	0.687060688	9.298681224	7.987775616	8.369248353	9.177344785	6.664767255	8.365928698	9.209891956	10.06805272	8.156588753	3.097610797	0.0	8.619119511	1.150559677	1.150559677	9.534244512	9.59559317	9.471817445	8.06608919	0.35614381	0.275007047	7.760620161	8.825499451	0.454175893	4.200849575	8.175175262	8.101345421	7.871720462	0.98550043	7.625051263	5.299757512	5.048759312	0.565597176	0.0	1.111031312	0.454175893	2.214124805	0.286881148	7.265380633	0.831877241	0.0	8.009100789	8.538072503	0.0	7.414135533	7.355174879	10.06416342	4.921245889	8.115459877	7.440370885	6.697940583	9.291193727	0.632268215	1.007195501	2.568032105	8.503746248	5.174326515	5.268284667	0.50589093	5.918863237	0.275007047	6.851998837	9.184627436	6.571828473	6.375734539	0.0	5.576824431	9.147103144	0.731183242	0.0	0.367371066	4.125981654
